eid,frame_idx,p_exit,prompt_tokens,tainted
2025_04_08_1744124595_S,11,0.008223,8714,N
2025_04_08_1744124595_S,12,0.036983,10192,N
2025_04_08_1744124595_S,13,0.002587,8912,N
2025_04_08_1744124595_S,14,0.004956,8996,N
2025_04_08_1744124595_S,15,0.001265,9063,N
2025_04_08_1744124595_S,16,0.007316,9152,N
2025_04_08_1744124595_S,17,0.148950,9954,N
2025_04_08_1744124595_S,18,0.562825,9344,N
2025_04_08_1744124595_S,19,0.050370,9391,N
2025_04_08_1744124595_S,20,0.897851,9464,N
2025_04_08_1744124595_S,21,0.731769,9546,N
2025_04_08_1744124595_S,22,0.117235,10262,N
2025_04_08_1744124595_S,23,0.057613,9563,N
2025_04_08_1744124595_S,24,0.704603,9577,N
2025_04_08_1744124595_S,25,0.066946,9577,N
2025_04_08_1744124595_S,26,0.794918,9559,N
2025_04_08_1744124595_S,27,0.074423,10994,N
2025_04_08_1744124595_S,28,0.048728,9601,N
2025_04_08_1744124595_S,29,0.063884,9591,N
2025_04_08_1744124595_S,30,0.082489,9608,N
2025_04_08_1744124595_S,31,0.406253,9606,N
2025_04_08_1744124595_S,32,0.156222,10297,N
2025_04_08_1744124595_S,33,0.041653,9611,N
2025_04_08_1744124595_S,34,0.024979,9588,N
2025_04_08_1744124595_S,35,0.008189,9606,N
2025_04_08_1744124595_S,36,0.029137,9606,N
2025_04_08_1744124595_S,37,0.030003,10298,N
2025_04_08_1744127945_S,0,0.064881,5768,N
2025_04_08_1744127945_S,1,0.169383,10765,N
2025_04_08_1744127945_S,2,0.087301,8045,N
2025_04_08_1744127945_S,3,0.054841,8118,N
2025_04_08_1744127945_S,4,0.070148,8183,N
2025_04_08_1744127945_S,5,0.025445,8247,N
2025_04_08_1744127945_S,6,0.179854,9020,N
2025_04_08_1744127945_S,7,0.115093,8441,N
2025_04_08_1744127945_S,8,0.150730,8498,N
2025_04_08_1744127945_S,9,0.416632,8570,N
2025_04_08_1744127945_S,10,0.007426,8642,N
2025_04_08_1744127945_S,11,0.241571,9400,N
2025_04_08_1744127945_S,12,0.244228,8832,N
2025_04_08_1744127945_S,13,0.108990,8888,N
2025_04_08_1744127945_S,14,0.005866,8958,N
2025_04_08_1744127945_S,15,0.008159,9007,N
2025_04_08_1744127945_S,16,0.316956,10495,N
2025_04_08_1744127945_S,17,0.356426,9222,N
2025_04_08_1744127945_S,18,0.398240,9287,N
2025_04_08_1744127945_S,19,0.007538,9368,N
2025_04_08_1744127945_S,20,0.106835,9446,N
2025_04_08_1744127945_S,21,0.028254,10196,N
2025_04_08_1744127945_S,22,0.021925,9514,N
2025_04_08_1744127945_S,23,0.032093,9519,N
2025_04_08_1744127945_S,24,0.013211,9534,N
2025_04_08_1744127945_S,25,0.090159,9539,N
2025_04_08_1744127945_S,26,0.024415,10248,N
2025_04_08_1744127945_S,27,0.047150,9557,N
2025_04_08_1744127945_S,28,0.049359,9570,N
2025_04_08_1744127945_S,29,0.262515,9603,N
2025_04_08_1744127945_S,30,0.019289,9593,N
2025_04_08_1744127945_S,31,0.002709,11002,N
2025_04_08_1744127945_S,32,0.145979,9576,N
2025_04_08_1744127945_S,33,0.783855,9613,N
2025_04_08_1744127945_S,34,0.709619,9629,N
2025_04_08_1744127945_S,35,0.224751,9614,N
2025_04_08_1744127945_S,36,0.173658,10315,N
2025_04_08_1744127945_S,37,0.013557,9604,N
2025_04_08_1744127945_S,38,0.060851,9618,N
2025_04_08_1744127945_S,39,0.023603,9615,N
2025_04_08_1744127945_S,40,0.127184,9634,N
2025_04_08_1744127945_S,41,0.139503,10333,N
2025_04_08_1744127945_S,42,0.080101,9628,N
2025_04_08_1744127945_S,43,0.046269,9644,N
2025_04_08_1744127945_S,44,0.053567,9628,N
2025_04_08_1744127945_S,45,0.043128,9656,N
2025_04_08_1744127945_S,46,0.018053,11074,N
2025_04_08_1744127945_S,47,0.016485,9655,N
2025_04_08_1744127945_S,48,0.283531,9645,N
2025_04_08_1744127945_S,49,0.645808,9637,N
2025_04_08_1744127945_S,50,0.751928,9659,N
2025_04_08_1744127945_S,51,0.182571,10363,N
2025_04_08_1744127945_S,52,0.553763,9637,N
2025_04_08_1744127945_S,53,0.057621,9641,N
2025_04_08_1744127945_S,54,0.240126,9649,N
2025_04_08_1744128995_S,0,0.066372,5757,N
2025_04_08_1744128995_S,1,0.002296,7930,N
2025_04_08_1744128995_S,2,0.005983,8003,N
2025_04_08_1744128995_S,3,0.040133,8068,N
2025_04_08_1744128995_S,4,0.008595,8829,N
2025_04_08_1744128995_S,5,0.020344,8255,N
2025_04_08_1744128995_S,6,0.004763,8316,N
2025_04_08_1744128995_S,7,0.016405,8395,N
2025_04_08_1744128995_S,8,0.003352,8464,N
2025_04_08_1744128995_S,9,0.018569,9244,N
2025_04_08_1744128995_S,10,0.000635,8666,N
2025_04_08_1744128995_S,11,0.000687,8751,N
2025_04_08_1744128995_S,12,0.020711,8832,N
2025_04_08_1744128995_S,13,0.035718,8894,N
2025_04_08_1744128995_S,14,0.034852,10371,N
2025_04_08_1744128995_S,15,0.162989,9077,N
2025_04_08_1744128995_S,16,0.213166,9165,N
2025_04_08_1744128995_S,17,0.305145,9236,N
2025_04_08_1744128995_S,18,0.024868,9298,N
2025_04_08_1744128995_S,19,0.037462,10059,N
2025_04_08_1744128995_S,20,0.033076,9498,N
2025_04_08_1744128995_S,21,0.028339,9543,N
2025_04_08_1744128995_S,22,0.019757,9568,N
2025_04_08_1744128995_S,23,0.012243,9573,N
2025_04_08_1744128995_S,24,0.035822,10275,N
2025_04_08_1744128995_S,25,0.004473,9584,N
2025_04_08_1744128995_S,26,0.005933,9595,N
2025_04_08_1744128995_S,27,0.002541,9588,N
2025_04_08_1744128995_S,28,0.083625,9620,N
2025_04_08_1744128995_S,29,0.003074,11035,N
2025_04_08_1744128995_S,30,0.021125,9604,N
2025_04_08_1744128995_S,31,0.083437,9608,N
2025_04_08_1744128995_S,32,0.126447,9644,N
2025_04_08_1744128995_S,33,0.493821,9636,N
2025_04_08_1744128995_S,34,0.119284,10334,N
2025_04_08_1744128995_S,35,0.083421,9615,N
2025_04_08_1744128995_S,36,0.022413,9630,N
2025_04_08_1744128995_S,37,0.151030,9624,N
2025_04_08_1744129080_S,0,0.015944,5747,N
2025_04_08_1744129080_S,1,0.005687,7934,N
2025_04_08_1744129080_S,2,0.009181,7977,N
2025_04_08_1744129080_S,3,0.001619,8733,N
2025_04_08_1744129080_S,4,0.014159,8151,N
2025_04_08_1744129080_S,5,0.014018,8235,N
2025_04_08_1744129080_S,6,0.009345,8298,N
2025_04_08_1744129080_S,7,0.008413,8357,N
2025_04_08_1744129080_S,8,0.062066,9126,N
2025_04_08_1744129080_S,9,0.002423,8567,N
2025_04_08_1744129080_S,10,0.005269,8642,N
2025_04_08_1744129080_S,11,0.014637,8720,N
2025_04_08_1744129080_S,12,0.002179,8754,N
2025_04_08_1744129080_S,13,0.083719,10242,N
2025_04_08_1744129080_S,14,0.492782,8952,N
2025_04_08_1744129080_S,15,0.844208,9038,N
2025_04_08_1744129080_S,16,0.162130,9095,N
2025_04_08_1744129080_S,17,0.048657,9151,N
2025_04_08_1744129080_S,18,0.010859,9913,N
2025_04_08_1744129080_S,19,0.007812,9334,N
2025_04_08_1744129080_S,20,0.014620,9406,N
2025_04_08_1744129080_S,21,0.037854,9489,N
2025_04_08_1744129080_S,22,0.015941,9505,N
2025_04_08_1744129080_S,23,0.013641,10194,N
2025_04_08_1744129080_S,24,0.079468,9524,N
2025_04_08_1744129080_S,25,0.025964,9520,N
2025_04_08_1744129080_S,26,0.030326,9529,N
2025_04_08_1744129080_S,27,0.076166,9561,N
2025_04_08_1744129080_S,28,0.008690,10977,N
2025_04_08_1744129080_S,29,0.292216,9564,N
2025_04_08_1744129080_S,30,0.506343,9563,N
2025_04_08_1744129080_S,31,0.257654,9585,N
2025_04_08_1744129080_S,32,0.213800,9587,N
2025_04_08_1744129080_S,33,0.143397,10295,N
2025_04_08_1744129080_S,34,0.023109,9586,N
2025_04_08_1744129080_S,35,0.108543,9587,N
2025_04_08_1744129320_S,0,0.035816,5746,N
2025_04_08_1744129320_S,1,0.009554,7923,N
2025_04_08_1744129320_S,2,0.004566,7981,N
2025_04_08_1744129320_S,3,0.007100,8040,N
2025_04_08_1744129320_S,4,0.006020,8810,N
2025_04_08_1744129320_S,5,0.023456,8251,N
2025_04_08_1744129320_S,6,0.087478,8319,N
2025_04_08_1744129320_S,7,0.048446,8398,N
2025_04_08_1744129320_S,8,0.031840,8441,N
2025_04_08_1744129320_S,9,0.103987,9926,N
2025_04_08_1744129320_S,10,0.131174,8635,N
2025_04_08_1744129320_S,11,0.515565,8722,N
2025_04_08_1744129320_S,12,0.172798,8779,N
2025_04_08_1744129320_S,13,0.053136,8835,N
2025_04_08_1744129320_S,14,0.052675,9597,N
2025_04_08_1744129320_S,15,0.043692,9014,N
2025_04_08_1744129320_S,16,0.013848,9090,N
2025_04_08_1744129320_S,17,0.021523,9172,N
2025_04_08_1744129320_S,18,0.067203,9254,N
2025_04_08_1744129320_S,19,0.021351,10008,N
2025_04_08_1744129320_S,20,0.125813,9452,N
2025_04_08_1744129320_S,21,0.101446,9515,N
2025_04_08_1744129320_S,22,0.098746,9526,N
2025_04_08_1744129320_S,23,0.086358,9560,N
2025_04_08_1744129320_S,24,0.043132,10977,N
2025_04_08_1744129320_S,25,0.691301,9562,N
2025_04_08_1744129320_S,26,0.782596,9561,N
2025_04_08_1744129320_S,27,0.448706,9584,N
2025_04_08_1744129320_S,28,0.253061,9587,N
2025_04_08_1744129320_S,29,0.371548,10295,N
2025_04_08_1744129320_S,30,0.499300,9584,N
2025_04_08_1744129320_S,31,0.334392,9583,N
2025_04_08_1744133495_L,0,0.026595,5745,N
2025_04_08_1744133495_L,1,0.034448,7936,N
2025_04_08_1744133495_L,2,0.185694,7992,N
2025_04_08_1744133495_L,3,0.005810,8046,N
2025_04_08_1744133495_L,4,0.006583,8840,N
2025_04_08_1744133495_L,5,0.192484,8244,N
2025_04_08_1744133495_L,6,0.784606,8308,N
2025_04_08_1744133495_L,7,0.213586,8409,N
2025_04_08_1744133495_L,8,0.038361,8443,N
2025_04_08_1744133495_L,9,0.220692,9233,N
2025_04_08_1744133495_L,10,0.000476,8658,N
2025_04_08_1744133495_L,11,0.003315,8743,N
2025_04_08_1744133495_L,12,0.023635,8828,N
2025_04_08_1744133495_L,13,0.049466,8894,N
2025_04_08_1744133495_L,14,0.168573,10370,N
2025_04_08_1744133495_L,15,0.139162,9084,N
2025_04_08_1744133495_L,16,0.188721,9151,N
2025_04_08_1744133495_L,17,0.062024,9204,N
2025_04_08_1744133495_L,18,0.056676,9270,N
2025_04_08_1744133495_L,19,0.184922,10052,N
2025_04_08_1744133495_L,20,0.113087,9478,N
2025_04_08_1744133495_L,21,0.511308,9562,N
2025_04_08_1744133495_L,22,0.055777,9557,N
2025_04_08_1744133580_L,0,0.011511,5777,N
2025_04_08_1744133580_L,1,0.002009,7964,N
2025_04_08_1744133580_L,2,0.006166,8001,N
2025_04_08_1744133580_L,3,0.000215,8795,N
2025_04_08_1744133580_L,4,0.684768,8210,N
2025_04_08_1744133580_L,5,0.132486,8276,N
2025_04_08_1744133580_L,6,0.004133,8361,N
2025_04_08_1744133580_L,7,0.002167,8406,N
2025_04_08_1744133580_L,8,0.014926,9198,N
2025_04_08_1744133580_L,9,0.000469,8617,N
2025_04_08_1744133580_L,10,0.000876,8691,N
2025_04_08_1744133580_L,11,0.000725,8772,N
2025_04_08_1744133580_L,12,0.001238,8838,N
2025_04_08_1744133580_L,13,0.055026,10339,N
2025_04_08_1744133580_L,14,0.001973,9021,N
2025_04_08_1744133580_L,15,0.007358,9100,N
2025_04_08_1744133580_L,16,0.006291,9144,N
2025_04_08_1744133580_L,17,0.008786,9200,N
2025_04_08_1744133580_L,18,0.017477,10006,N
2025_04_08_1744133580_L,19,0.003171,9415,N
2025_04_08_1744133580_L,20,0.999806,9498,N
2025_04_08_1744133580_L,21,0.011507,9554,N
2025_04_08_1744135740_S,0,0.049331,5747,N
2025_04_08_1744135740_S,1,0.209724,7903,N
2025_04_08_1744135740_S,2,0.005178,8674,N
2025_04_08_1744135740_S,3,0.061266,8082,N
2025_04_08_1744135740_S,4,0.278106,8153,N
2025_04_08_1744135740_S,5,0.063018,8223,N
2025_04_08_1744135740_S,6,0.196173,8308,N
2025_04_08_1744135740_S,7,0.033796,9793,N
2025_04_08_1744135740_S,8,0.117785,8491,N
2025_04_08_1744135740_S,9,0.347929,8560,N
2025_04_08_1744135740_S,10,0.004266,8631,N
2025_04_08_1744135740_S,11,0.073901,8685,N
2025_04_08_1744135740_S,12,0.588080,9464,N
2025_04_08_1744135740_S,13,0.790384,8875,N
2025_04_08_1744135740_S,14,0.021860,8938,N
2025_04_08_1744135740_S,15,0.009649,9002,N
2025_04_08_1744136695_S,0,0.046664,5770,N
2025_04_08_1744136695_S,1,0.000706,8631,N
2025_04_08_1744136695_S,2,0.005365,8043,N
2025_04_08_1744136695_S,3,0.009291,8098,N
2025_04_08_1744136695_S,4,0.001963,8171,N
2025_04_08_1744136695_S,5,0.011113,8258,N
2025_04_08_1744136695_S,6,0.988647,9743,N
2025_04_08_1744136695_S,7,0.883388,8488,N
2025_04_08_1744136695_S,8,0.057353,8529,N
2025_04_08_1744136695_S,9,0.116306,8581,N
2025_04_08_1744136695_S,10,0.026466,8653,N
2025_04_08_1744136695_S,11,0.003514,9438,N
2025_04_08_1744136695_S,12,0.021403,8871,N
2025_04_08_1744136695_S,13,0.008139,8918,N
2025_04_08_1744136695_S,14,0.017644,8985,N
2025_04_08_1744136695_S,15,0.022592,9044,N
2025_04_08_1744136695_S,16,0.108513,9829,N
2025_04_08_1744136695_S,17,0.766649,9235,N
2025_04_08_1744136695_S,18,0.011334,9310,N
2025_04_08_1744136695_S,19,0.002668,9413,N
2025_04_08_1744136695_S,20,0.009081,9478,N
2025_04_08_1744136695_S,21,0.010625,10962,N
2025_04_08_1744136695_S,22,0.896230,9573,N
2025_04_08_1744136695_S,23,0.014440,9572,N
2025_04_08_1744136695_S,24,0.005561,9552,N
2025_04_08_1744136695_S,25,0.003457,9562,N
2025_04_08_1744136695_S,26,0.282997,10259,N
2025_04_08_1744136695_S,27,0.082495,9547,N
2025_04_08_1744136695_S,28,0.002274,9576,N
2025_04_08_1744136695_S,29,0.110703,9570,N
2025_04_08_1744136695_S,30,0.866695,9584,N
2025_04_08_1744139100_S,0,0.252572,5750,N
2025_04_08_1744139100_S,1,0.005565,8602,N
2025_04_08_1744139100_S,2,0.010859,8035,N
2025_04_08_1744139100_S,3,0.009897,8125,N
2025_04_08_1744139100_S,4,0.221192,8186,N
2025_04_08_1744139100_S,5,0.014785,8255,N
2025_04_08_1744139100_S,6,0.466058,9033,N
2025_04_08_1744139100_S,7,0.005218,8429,N
2025_04_08_1744139100_S,8,0.012756,8499,N
2025_04_08_1744139100_S,9,0.000670,8578,N
2025_04_08_1744139100_S,10,0.001780,8656,N
2025_04_08_1744139100_S,11,0.045980,10130,N
2025_04_08_1744139100_S,12,0.010129,8841,N
2025_04_08_1744139100_S,13,0.017000,8925,N
2025_04_08_1744139100_S,14,0.455258,9011,N
2025_04_08_1744139100_S,15,0.126012,9100,N
2025_04_08_1744139100_S,16,0.713902,9864,N
2025_04_08_1744139100_S,17,0.929033,9288,N
2025_04_08_1744139100_S,18,0.075334,9349,N
2025_04_08_1744139100_S,19,0.009907,9435,N
2025_04_08_1744139100_S,20,0.115675,9484,N
2025_04_08_1744139100_S,21,0.056862,10270,N
2025_04_08_1744139100_S,22,0.115428,9584,N
2025_04_08_1744139100_S,23,0.014951,9583,N
2025_04_08_1744139100_S,24,0.011796,9585,N
2025_04_08_1744139100_S,25,0.605909,9579,N
2025_04_08_1744139270_S,0,0.050992,5780,N
2025_04_08_1744139270_S,1,0.001467,7958,N
2025_04_08_1744139270_S,2,0.002984,8024,N
2025_04_08_1744139270_S,3,0.001371,8796,N
2025_04_08_1744139270_S,4,0.007170,8199,N
2025_04_08_1744139270_S,5,0.005342,8262,N
2025_04_08_1744139270_S,6,0.004334,8342,N
2025_04_08_1744139270_S,7,0.005349,8407,N
2025_04_08_1744139270_S,8,0.021747,9868,N
2025_04_08_1744139270_S,9,0.002870,8593,N
2025_04_08_1744139270_S,10,0.003066,8658,N
2025_04_08_1744139270_S,11,0.004331,8768,N
2025_04_08_1744139270_S,12,0.016882,8834,N
2025_04_08_1744139270_S,13,0.086496,9601,N
2025_04_08_1744139270_S,14,0.242807,9026,N
2025_04_08_1744139270_S,15,0.041973,9089,N
2025_04_08_1744139270_S,16,0.022484,9167,N
2025_04_08_1744139270_S,17,0.066829,9213,N
2025_04_08_1744139270_S,18,0.038643,9993,N
2025_04_08_1744139270_S,19,0.190584,9416,N
2025_04_08_1744139270_S,20,0.026043,9482,N
2025_04_08_1744139270_S,21,0.024279,9557,N
2025_04_08_1744139270_S,22,0.034273,9547,N
2025_04_08_1744139340_S,0,0.601538,5768,N
2025_04_08_1744139340_S,1,0.004485,7954,N
2025_04_08_1744139340_S,2,0.065082,8727,N
2025_04_08_1744139340_S,3,0.005305,8123,N
2025_04_08_1744139340_S,4,0.020034,8186,N
2025_04_08_1744139340_S,5,0.010910,8261,N
2025_04_08_1744139340_S,6,0.011950,8339,N
2025_04_08_1744139340_S,7,0.025620,9813,N
2025_04_08_1744139340_S,8,0.007809,8521,N
2025_04_08_1744139340_S,9,0.004183,8603,N
2025_04_08_1744139340_S,10,0.019780,8689,N
2025_04_08_1744139340_S,11,0.003884,8779,N
2025_04_08_1744139340_S,12,0.585187,9541,N
2025_04_08_1744139340_S,13,0.344214,8962,N
2025_04_08_1744139340_S,14,0.024624,9025,N
2025_04_08_1744139340_S,15,0.029589,9103,N
2025_04_08_1744139340_S,16,0.016823,9149,N
2025_04_08_1744139340_S,17,0.015002,9933,N
2025_04_08_1744139340_S,18,0.089979,9357,N
2025_04_08_1744139340_S,19,0.011185,9429,N
2025_04_08_1744139340_S,20,0.009297,9497,N
2025_04_08_1744139340_S,21,0.172046,9550,N
2025_04_08_1744139980_L,0,0.028800,5774,N
2025_04_08_1744139980_L,1,0.012986,8662,N
2025_04_08_1744139980_L,2,0.136685,8089,N
2025_04_08_1744139980_L,3,0.059686,8141,N
2025_04_08_1744139980_L,4,0.002929,8214,N
2025_04_08_1744139980_L,5,0.162503,8266,N
2025_04_08_1744139980_L,6,0.005541,9045,N
2025_04_08_1744139980_L,7,0.291558,8458,N
2025_04_08_1744139980_L,8,0.000664,8552,N
2025_04_08_1744139980_L,9,0.020175,8616,N
2025_04_08_1744139980_L,10,0.233685,8680,N
2025_04_08_1744139980_L,11,0.369156,10169,N
2025_04_08_1744139980_L,12,0.009448,8868,N
2025_04_08_1744139980_L,13,0.001512,8954,N
2025_04_08_1744139980_L,14,0.024924,9011,N
2025_04_08_1744139980_L,15,0.095957,9080,N
2025_04_08_1744139980_L,16,0.016541,9809,N
2025_04_08_1744139980_L,17,0.028472,9241,N
2025_04_08_1744139980_L,18,0.298702,9315,N
2025_04_08_1744139980_L,19,0.052457,9395,N
2025_04_08_1744139980_L,20,0.016128,9465,N
2025_04_08_1744140940_S,0,0.009273,5735,N
2025_04_08_1744140940_S,1,0.002509,7884,N
2025_04_08_1744140940_S,2,0.008551,7955,N
2025_04_08_1744140940_S,3,0.005215,8034,N
2025_04_08_1744140940_S,4,0.019460,8101,N
2025_04_08_1744140940_S,5,0.491029,8894,N
2025_04_08_1744140940_S,6,0.172326,8316,N
2025_04_08_1744140940_S,7,0.087527,8375,N
2025_04_08_1744140940_S,8,0.024063,8434,N
2025_04_08_1744140940_S,9,0.125282,8494,N
2025_04_08_1744140940_S,10,0.259045,10002,N
2025_04_08_1744140940_S,11,0.001386,8705,N
2025_04_08_1744140940_S,12,0.050608,8776,N
2025_04_08_1744140940_S,13,0.015941,8854,N
2025_04_08_1744140940_S,14,0.029284,8911,N
2025_04_08_1744140940_S,15,0.789636,9719,N
2025_04_08_1744140940_S,16,0.823279,9145,N
2025_04_08_1744140940_S,17,0.901673,9215,N
2025_04_08_1744140940_S,18,0.704102,9268,N
2025_04_08_1744140940_S,19,0.310534,9334,N
2025_04_08_1744140940_S,20,0.715979,10125,N
2025_04_08_1744140940_S,21,0.523881,9525,N
2025_04_08_1744140940_S,22,0.281578,9509,N
2025_04_08_1744141320_S,0,0.020126,5789,N
2025_04_08_1744141320_S,1,0.044546,7967,N
2025_04_08_1744141320_S,2,0.502871,8030,N
2025_04_08_1744141320_S,3,0.090333,8108,N
2025_04_08_1744141320_S,4,0.005372,9586,N
2025_04_08_1744141320_S,5,0.001444,8298,N
2025_04_08_1744141320_S,6,0.004451,8367,N
2025_04_08_1744141320_S,7,0.003944,8441,N
2025_04_08_1744141320_S,8,0.001097,8498,N
2025_04_08_1744141320_S,9,0.967709,9304,N
2025_04_08_1744141320_S,10,0.119974,8734,N
2025_04_08_1744141320_S,11,0.001874,8805,N
2025_04_08_1744141320_S,12,0.009960,8853,N
2025_04_08_1744141320_S,13,0.004683,8936,N
2025_04_08_1744141320_S,14,0.003661,9712,N
2025_04_08_1744141320_S,15,0.005436,9115,N
2025_04_08_1744141320_S,16,0.002154,9170,N
2025_04_08_1744142065_L,0,0.082256,5774,N
2025_04_08_1744142065_L,1,0.047300,8698,N
2025_04_08_1744142065_L,2,0.150747,8085,N
2025_04_08_1744142065_L,3,0.046378,8158,N
2025_04_08_1744142065_L,4,0.067592,8210,N
2025_04_08_1744142065_L,5,0.270222,8277,N
2025_04_08_1744142065_L,6,0.407146,11240,N
2025_04_08_1744142065_L,7,0.025145,8471,N
2025_04_08_1744142065_L,8,0.007008,8554,N
2025_04_08_1744142065_L,9,0.005115,8593,N
2025_04_08_1744142065_L,10,0.045339,8658,N
2025_04_08_1744142065_L,11,0.255065,9421,N
2025_04_08_1744142065_L,12,0.435199,8864,N
2025_04_08_1744142065_L,13,0.105481,8942,N
2025_04_08_1744142065_L,14,0.633440,9009,N
2025_04_08_1744142065_L,15,0.074753,9050,N
2025_04_08_1744142065_L,16,0.054412,9819,N
2025_04_08_1744142065_L,17,0.403235,9231,N
2025_04_08_1744142065_L,18,0.620037,9314,N
2025_04_08_1744142065_L,19,0.015931,9380,N
2025_04_08_1744142065_L,20,0.255300,9440,N
2025_04_09_1744206595_L,0,0.043066,5807,N
2025_04_09_1744206595_L,1,0.008965,8701,N
2025_04_09_1744206595_L,2,0.003664,8096,N
2025_04_09_1744206595_L,3,0.005939,8163,N
2025_04_09_1744206595_L,4,0.003530,8214,N
2025_04_09_1744206595_L,5,0.008839,8307,N
2025_04_09_1744206595_L,6,0.043042,9088,N
2025_04_09_1744206595_L,7,0.007974,8507,N
2025_04_09_1744206595_L,8,0.000510,8564,N
2025_04_09_1744206595_L,9,0.001314,8634,N
2025_04_09_1744206595_L,10,0.002580,8700,N
2025_04_09_1744206595_L,11,0.062675,10942,N
2025_04_09_1744206595_L,12,0.322174,8913,N
2025_04_09_1744206595_L,13,0.350825,8997,N
2025_04_09_1744206595_L,14,0.382170,9043,N
2025_04_09_1744206595_L,15,0.715171,9108,N
2025_04_09_1744206595_L,16,0.324439,9881,N
2025_04_09_1744206595_L,17,0.008299,9300,N
2025_04_09_1744206595_L,18,0.009371,9375,N
2025_04_09_1744206595_L,19,0.018457,9429,N
2025_04_09_1744206595_L,20,0.013060,9497,N
2025_04_09_1744206595_L,21,0.007046,10273,N
2025_04_09_1744206595_L,22,0.003004,9589,N
2025_04_09_1744206595_L,23,0.010520,9560,N
2025_04_09_1744207060_L,0,0.001325,5785,N
2025_04_09_1744207060_L,1,0.000760,7963,N
2025_04_09_1744207060_L,2,0.007196,8031,N
2025_04_09_1744207060_L,3,0.694391,10264,N
2025_04_09_1744207060_L,4,0.104254,8236,N
2025_04_09_1744207060_L,5,0.088970,8291,N
2025_04_09_1744207060_L,6,0.058707,8360,N
2025_04_09_1744207060_L,7,0.192751,8414,N
2025_04_09_1744207060_L,8,0.635109,9190,N
2025_04_09_1744207060_L,9,0.007417,8604,N
2025_04_09_1744207060_L,10,0.004971,8687,N
2025_04_09_1744207060_L,11,0.001302,8745,N
2025_04_09_1744207060_L,12,0.002320,8807,N
2025_04_09_1744207060_L,13,0.022795,9593,N
2025_04_09_1744207060_L,14,0.011790,9006,N
2025_04_09_1744207060_L,15,0.018958,9060,N
2025_04_09_1744207060_L,16,0.380834,9132,N
2025_04_09_1744207385_S,0,0.007641,5796,N
2025_04_09_1744207385_S,1,0.018592,7961,N
2025_04_09_1744207385_S,2,0.410730,8764,N
2025_04_09_1744207385_S,3,0.842111,8164,N
2025_04_09_1744207385_S,4,0.021271,8241,N
2025_04_09_1744207385_S,5,0.048801,8310,N
2025_04_09_1744207385_S,6,0.101154,8391,N
2025_04_09_1744207385_S,7,0.152928,9153,N
2025_04_09_1744207385_S,8,0.000728,8598,N
2025_04_09_1744207385_S,9,0.005563,8627,N
2025_04_09_1744207385_S,10,0.126166,8713,N
2025_04_09_1744207385_S,11,0.058544,8793,N
2025_04_09_1744207385_S,12,0.648101,10290,N
2025_04_09_1744207385_S,13,0.164845,8981,N
2025_04_09_1744207385_S,14,0.115956,9067,N
2025_04_09_1744207385_S,15,0.059616,9152,N
2025_04_09_1744207385_S,16,0.134147,9207,N
2025_04_09_1744207385_S,17,0.144214,9992,N
2025_04_09_1744207385_S,18,0.200754,9391,N
2025_04_09_1744207385_S,19,0.614352,9469,N
2025_04_09_1744207385_S,20,0.718338,9565,N
2025_04_09_1744207385_S,21,0.152032,9630,N
2025_04_09_1744207385_S,22,0.424127,10326,N
2025_04_09_1744209600_S,0,0.008822,5767,N
2025_04_09_1744209600_S,1,0.003863,8627,N
2025_04_09_1744209600_S,2,0.014770,8035,N
2025_04_09_1744209600_S,3,0.146987,8115,N
2025_04_09_1744209600_S,4,0.011017,8180,N
2025_04_09_1744209600_S,5,0.075426,8240,N
2025_04_09_1744209600_S,6,0.933514,9740,N
2025_04_09_1744209600_S,7,0.106067,8446,N
2025_04_09_1744209600_S,8,0.713610,8501,N
2025_04_09_1744209600_S,9,0.024910,8567,N
2025_04_09_1744209600_S,10,0.100890,8644,N
2025_04_09_1744209600_S,11,0.009071,9408,N
2025_04_09_1744209600_S,12,0.005733,8833,N
2025_04_09_1744209600_S,13,0.003135,8927,N
2025_04_09_1744209600_S,14,0.016165,8996,N
2025_04_09_1744209600_S,15,0.032232,9061,N
2025_04_09_1744209600_S,16,0.008421,9844,N
2025_04_09_1744209600_S,17,0.044203,9257,N
2025_04_09_1744209600_S,18,0.017740,9331,N
2025_04_09_1744209600_S,19,0.005078,9396,N
2025_04_09_1744209600_S,20,0.011331,9464,N
2025_04_09_1744209600_S,21,0.001560,11698,N
2025_04_09_1744209600_S,22,0.033767,9576,N
2025_04_09_1744209600_S,23,0.023409,9574,N
2025_04_09_1744209600_S,24,0.004064,9578,N
2025_04_09_1744209600_S,25,0.007126,9613,N
2025_04_09_1744209600_S,26,0.010801,10319,N
2025_04_09_1744209600_S,27,0.069796,9620,N
2025_04_09_1744209600_S,28,0.018302,9601,N
2025_04_09_1744209600_S,29,0.011830,9585,N
2025_04_09_1744209600_S,30,0.005395,9590,N
2025_04_09_1744209600_S,31,0.128545,10283,N
2025_04_09_1744210140_S,0,0.064326,5765,N
2025_04_09_1744210140_S,1,0.011855,7946,N
2025_04_09_1744210140_S,2,0.001258,8704,N
2025_04_09_1744210140_S,3,0.007654,8120,N
2025_04_09_1744210140_S,4,0.010948,8219,N
2025_04_09_1744210140_S,5,0.019817,8285,N
2025_04_09_1744210140_S,6,0.002966,8349,N
2025_04_09_1744210140_S,7,0.007227,9129,N
