eid,frame_idx,decision,conf,memo_present
2025_04_16_1744831290_S,6,HOLD,0.85,1
2025_04_16_1744831290_S,7,HOLD,0.95,1
2025_04_16_1744831290_S,8,HOLD,0.85,1
2025_04_16_1744831290_S,9,HOLD,0.75,1
2025_04_16_1744831290_S,10,HOLD,0.75,1
2025_04_16_1744831290_S,11,HOLD,0.70,1
2025_04_16_1744831290_S,12,HOLD,0.75,1
2025_04_16_1744831290_S,13,HOLD,0.75,1
2025_04_16_1744831290_S,14,HOLD,0.85,1
2025_04_16_1744831290_S,15,HOLD,0.75,1
2025_04_16_1744831290_S,16,HOLD,0.70,1
