level,parent_motif_idx,seg_idx,start_ts,end_ts,start_iso,end_iso,length_min,slope_pts_per_min,mean_sigma,sigma_rank_mid,r2adj,shape_class,shape_pearson_r,peak_abs_z,tod_start_hour_utc,net_move_pts,day,split,sequence_position,prev_seg_shape,next_seg_idx,next_seg_continued,ride_pnl_pts,fade_pnl_pts,max_mfe_ride_pts,max_mae_ride_pts,max_mfe_fade_pts,max_mae_fade_pts,time_to_max_z_min,time_to_revert_min,resolved_as_cascade,extended_60m,extended_120m
melody,7,0,1745567100,1745567700,2025-04-25T07:45:00+00:00,2025-04-25T07:55:00+00:00,10.0,-0.9833,24.077,0.568,0.185,FLATLINE,0.0,1.05,7,3.25,2025_04_25,IS,0,NONE,0,False,-3.25,3.25,2.25,-14.0,14.0,-2.25,7.58,7.75,False,False,False
melody,7,1,1745567700,1745568900,2025-04-25T07:55:00+00:00,2025-04-25T08:15:00+00:00,20.0,0.425,10.215,0.123,0.099,FLATLINE,0.0,3.243,7,2.25,2025_04_25,IS,1,FLATLINE,-1,False,2.25,-2.25,26.5,-12.0,12.0,-26.5,12.0,12.17,False,False,False
melody,8,0,1745568900,1745569800,2025-04-25T08:15:00+00:00,2025-04-25T08:30:00+00:00,15.0,0.5481,8.365,0.021,0.102,FLATLINE,0.0,4.908,8,6.75,2025_04_25,IS,0,NONE,7,False,6.75,-6.75,34.25,-1.75,1.75,-34.25,11.92,12.0,False,False,False
melody,8,1,1745569800,1745574300,2025-04-25T08:30:00+00:00,2025-04-25T09:45:00+00:00,75.0,-0.4667,12.514,0.981,0.347,LINEAR_DOWN,0.976,4.818,8,-48.0,2025_04_25,IS,1,FLATLINE,6,False,48.0,-48.0,73.75,-11.75,11.75,-73.75,47.75,49.17,True,True,False
melody,8,2,1745574300,1745575500,2025-04-25T09:45:00+00:00,2025-04-25T10:05:00+00:00,20.0,0.2514,10.226,0.124,0.074,FLATLINE,0.0,1.491,9,9.0,2025_04_25,IS,2,LINEAR_DOWN,5,False,9.0,-9.0,26.75,-4.25,4.25,-26.75,12.92,15.0,False,False,False
melody,8,3,1745575500,1745579700,2025-04-25T10:05:00+00:00,2025-04-25T11:15:00+00:00,70.0,-1.8337,31.804,0.998,0.636,EXPONENTIAL_DOWN,0.984,4.012,10,-86.0,2025_04_25,IS,3,FLATLINE,4,False,86.0,-86.0,160.25,-16.0,16.0,-160.25,51.17,60.0,True,True,False
melody,8,4,1745579700,1745581500,2025-04-25T11:15:00+00:00,2025-04-25T11:45:00+00:00,30.0,0.8657,28.826,0.418,0.616,FLATLINE,0.0,2.197,11,-49.0,2025_04_25,IS,4,EXPONENTIAL_DOWN,3,False,-49.0,49.0,25.0,-52.5,52.5,-25.0,29.92,,False,False,False
melody,8,5,1745581500,1745583900,2025-04-25T11:45:00+00:00,2025-04-25T12:25:00+00:00,40.0,-0.6819,22.239,0.458,0.417,LINEAR_DOWN,0.978,2.352,11,19.75,2025_04_25,IS,5,FLATLINE,2,False,-19.75,19.75,12.0,-48.5,48.5,-12.0,35.58,38.0,False,False,False
melody,8,6,1745583900,1745585400,2025-04-25T12:25:00+00:00,2025-04-25T12:50:00+00:00,25.0,0.4289,12.871,0.104,0.012,FLATLINE,0.0,2.205,12,-12.25,2025_04_25,IS,6,LINEAR_DOWN,1,False,-12.25,12.25,26.75,-17.5,17.5,-26.75,15.75,24.83,False,False,False
melody,8,7,1745585400,1745586600,2025-04-25T12:50:00+00:00,2025-04-25T13:10:00+00:00,20.0,-0.3847,10.93,0.126,0.041,FLATLINE,0.0,3.696,12,6.0,2025_04_25,IS,7,FLATLINE,0,False,-6.0,6.0,34.75,-44.25,44.25,-34.75,15.17,15.25,False,False,False
melody,8,8,1745586600,1745587800,2025-04-25T13:10:00+00:00,2025-04-25T13:30:00+00:00,20.0,0.4028,13.511,0.907,0.881,FLATLINE,0.0,2.545,13,61.0,2025_04_25,IS,8,FLATLINE,-1,False,61.0,-61.0,61.0,0.0,-0.0,-61.0,20.0,,False,False,False
melody,9,0,1745587800,1745589000,2025-04-25T13:30:00+00:00,2025-04-25T13:50:00+00:00,20.0,1.2708,26.677,1.0,0.065,FLATLINE,0.0,3.013,13,-48.25,2025_04_25,IS,0,NONE,1,False,-48.25,48.25,42.0,-58.75,58.75,-42.0,2.83,3.33,False,False,False
melody,9,1,1745589000,1745589600,2025-04-25T13:50:00+00:00,2025-04-25T14:00:00+00:00,10.0,-0.2389,25.007,0.75,-0.006,FLATLINE,0.0,2.277,13,9.25,2025_04_25,IS,1,FLATLINE,0,False,-9.25,9.25,34.0,-25.75,25.75,-34.0,3.5,1.42,False,False,False
melody,9,2,1745589600,1745590500,2025-04-25T14:00:00+00:00,2025-04-25T14:15:00+00:00,15.0,1.4185,31.203,0.729,0.802,FLATLINE,0.0,3.206,14,112.75,2025_04_25,IS,2,FLATLINE,-1,False,112.75,-112.75,124.0,0.0,-0.0,-124.0,12.67,,False,False,False
melody,10,0,1745590500,1745591400,2025-04-25T14:15:00+00:00,2025-04-25T14:30:00+00:00,15.0,-0.237,49.905,0.979,0.846,FLATLINE,0.0,1.674,14,-111.0,2025_04_25,IS,0,NONE,16,False,111.0,-111.0,150.0,-0.5,0.5,-150.0,13.25,,False,False,False
melody,10,1,1745591400,1745592600,2025-04-25T14:30:00+00:00,2025-04-25T14:50:00+00:00,20.0,1.4208,47.725,0.583,0.805,FLATLINE,0.0,1.391,14,68.0,2025_04_25,IS,1,FLATLINE,15,False,68.0,-68.0,79.25,-45.75,45.75,-79.25,16.25,,False,False,False
melody,10,2,1745592600,1745593500,2025-04-25T14:50:00+00:00,2025-04-25T15:05:00+00:00,15.0,-0.7296,36.838,0.229,0.027,FLATLINE,0.0,0.994,14,-0.5,2025_04_25,IS,2,FLATLINE,14,False,0.5,-0.5,54.5,-7.5,7.5,-54.5,7.33,,False,False,False
melody,10,3,1745593500,1745594700,2025-04-25T15:05:00+00:00,2025-04-25T15:25:00+00:00,20.0,1.5306,23.593,0.001,0.469,LINEAR_UP,0.969,2.969,15,31.25,2025_04_25,IS,3,FLATLINE,13,False,31.25,-31.25,41.5,-15.0,15.0,-41.5,18.33,,False,False,False
melody,10,4,1745594700,1745595000,2025-04-25T15:25:00+00:00,2025-04-25T15:30:00+00:00,5.0,-0.2056,14.558,0.106,0.674,FLATLINE,0.0,2.018,15,-34.0,2025_04_25,IS,4,LINEAR_UP,12,False,34.0,-34.0,35.0,-5.5,5.5,-35.0,4.58,,False,False,False
melody,10,5,1745595000,1745595300,2025-04-25T15:30:00+00:00,2025-04-25T15:35:00+00:00,5.0,0.0333,14.887,0.189,0.458,FLATLINE,0.0,0.931,15,10.0,2025_04_25,IS,5,FLATLINE,11,False,10.0,-10.0,21.75,-4.75,4.75,-21.75,3.75,3.92,False,False,False
melody,10,6,1745595300,1745596200,2025-04-25T15:35:00+00:00,2025-04-25T15:50:00+00:00,15.0,-0.2037,16.396,0.356,0.152,FLATLINE,0.0,2.608,15,-10.5,2025_04_25,IS,6,FLATLINE,10,False,10.5,-10.5,46.75,-9.5,9.5,-46.75,10.17,10.25,False,False,False
melody,10,7,1745596200,1745596500,2025-04-25T15:50:00+00:00,2025-04-25T15:55:00+00:00,5.0,0.2722,19.208,0.522,0.381,FLATLINE,0.0,0.691,15,19.75,2025_04_25,IS,7,FLATLINE,9,False,19.75,-19.75,20.0,0.0,-0.0,-20.0,4.75,,False,False,False
melody,10,8,1745596500,1745596800,2025-04-25T15:55:00+00:00,2025-04-25T16:00:00+00:00,5.0,-0.2389,19.558,0.606,0.207,FLATLINE,0.0,1.12,15,-1.5,2025_04_25,IS,8,FLATLINE,8,False,1.5,-1.5,13.25,-10.25,10.25,-13.25,0.5,0.58,False,False,False
melody,10,9,1745596800,1745597100,2025-04-25T16:00:00+00:00,2025-04-25T16:05:00+00:00,5.0,0.0167,18.597,0.439,0.293,FLATLINE,0.0,1.041,16,-2.25,2025_04_25,IS,9,FLATLINE,7,False,-2.25,2.25,8.0,-11.5,11.5,-8.0,4.5,4.58,False,False,False
melody,10,10,1745597100,1745597400,2025-04-25T16:05:00+00:00,2025-04-25T16:10:00+00:00,5.0,-0.2722,18.621,0.522,0.14,FLATLINE,0.0,1.275,16,3.5,2025_04_25,IS,10,FLATLINE,6,False,-3.5,3.5,8.75,-14.75,14.75,-8.75,1.0,1.08,False,False,False
melody,10,11,1745597400,1745602500,2025-04-25T16:10:00+00:00,2025-04-25T17:35:00+00:00,85.0,1.7703,26.536,0.812,0.95,LINEAR_UP,0.996,2.79,16,159.25,2025_04_25,IS,11,FLATLINE,5,False,159.25,-159.25,187.0,-3.0,3.0,-187.0,78.25,,False,True,False
melody,10,12,1745602500,1745605200,2025-04-25T17:35:00+00:00,2025-04-25T18:20:00+00:00,45.0,-1.2636,40.996,0.979,0.012,EXPONENTIAL_DOWN,0.99,2.728,17,-55.0,2025_04_25,IS,12,LINEAR_UP,4,False,55.0,-55.0,147.5,-3.5,3.5,-147.5,21.33,23.58,False,False,False
melody,10,13,1745605200,1745608500,2025-04-25T18:20:00+00:00,2025-04-25T19:15:00+00:00,55.0,1.1914,23.441,0.106,0.236,LINEAR_UP,0.985,2.505,18,24.5,2025_04_25,IS,13,EXPONENTIAL_DOWN,3,False,24.5,-24.5,56.0,-8.25,8.25,-56.0,44.42,48.33,False,False,False
melody,10,14,1745608500,1745608800,2025-04-25T19:15:00+00:00,2025-04-25T19:20:00+00:00,5.0,-0.0389,11.907,0.022,0.161,FLATLINE,0.0,2.521,19,-6.5,2025_04_25,IS,14,LINEAR_UP,2,False,6.5,-6.5,13.5,-15.5,15.5,-13.5,2.58,1.17,False,False,False
melody,10,15,1745608800,1745609100,2025-04-25T19:20:00+00:00,2025-04-25T19:25:00+00:00,5.0,0.0778,12.233,0.106,0.581,FLATLINE,0.0,1.864,19,23.5,2025_04_25,IS,15,FLATLINE,1,False,23.5,-23.5,26.25,0.0,-0.0,-26.25,1.92,,False,False,False
melody,10,16,1745609100,1745610600,2025-04-25T19:25:00+00:00,2025-04-25T19:50:00+00:00,25.0,-0.9078,15.585,0.522,0.47,LINEAR_DOWN,0.977,3.27,19,-22.0,2025_04_25,IS,16,FLATLINE,0,False,22.0,-22.0,64.25,-0.0,0.0,-64.25,16.33,17.0,False,False,False
melody,10,17,1745610600,1745614795,2025-04-25T19:50:00+00:00,2025-04-25T20:59:55+00:00,69.92,0.8979,20.573,0.976,0.392,LINEAR_UP,0.977,2.95,19,64.5,2025_04_25,IS,17,LINEAR_DOWN,-1,False,64.5,-64.5,84.25,-0.5,0.5,-84.25,48.83,55.08,False,True,False
melody,0,0,1745791200,1745792100,2025-04-27T22:00:00+00:00,2025-04-27T22:15:00+00:00,15.0,,8.31,,0.374,FLATLINE,0.0,2.181,22,-19.75,2025_04_27,IS,0,NONE,8,False,0.0,-0.0,7.0,-42.75,42.75,-7.0,10.25,10.92,False,False,False
melody,0,1,1745792100,1745792400,2025-04-27T22:15:00+00:00,2025-04-27T22:20:00+00:00,5.0,-0.7417,8.42,0.843,0.742,FLATLINE,0.0,1.887,22,-23.25,2025_04_27,IS,1,FLATLINE,7,False,23.25,-23.25,23.25,-0.0,0.0,-23.25,5.0,,False,False,False
melody,0,2,1745792400,1745793300,2025-04-27T22:20:00+00:00,2025-04-27T22:35:00+00:00,15.0,0.7845,12.972,0.93,0.693,FLATLINE,0.0,3.704,22,43.0,2025_04_27,IS,2,FLATLINE,6,False,43.0,-43.0,56.25,0.0,-0.0,-56.25,9.58,11.67,False,False,False
melody,0,3,1745793300,1745793600,2025-04-27T22:35:00+00:00,2025-04-27T22:40:00+00:00,5.0,-0.0161,17.822,0.783,0.72,FLATLINE,0.0,1.197,22,-17.75,2025_04_27,IS,3,FLATLINE,5,False,17.75,-17.75,19.0,-3.0,3.0,-19.0,4.83,,False,False,False
melody,0,4,1745793600,1745793900,2025-04-27T22:40:00+00:00,2025-04-27T22:45:00+00:00,5.0,0.1375,16.508,0.675,0.496,FLATLINE,0.0,0.828,22,6.5,2025_04_27,IS,4,FLATLINE,4,False,6.5,-6.5,13.0,-6.5,6.5,-13.0,3.08,3.17,False,False,False
melody,0,5,1745793900,1745794200,2025-04-27T22:45:00+00:00,2025-04-27T22:50:00+00:00,5.0,-0.0556,15.599,0.592,0.824,FLATLINE,0.0,0.866,22,-18.5,2025_04_27,IS,5,FLATLINE,3,False,18.5,-18.5,20.0,-2.5,2.5,-20.0,4.0,,False,False,False
melody,0,6,1745794200,1745794505,2025-04-27T22:50:00+00:00,2025-04-27T22:55:05+00:00,5.08,0.071,15.734,0.63,0.417,FLATLINE,0.0,1.491,22,-2.0,2025_04_27,IS,6,FLATLINE,2,False,-2.0,2.0,7.5,-11.75,11.75,-7.5,2.92,3.0,False,False,False
melody,0,7,1745794505,1745795100,2025-04-27T22:55:05+00:00,2025-04-27T23:05:00+00:00,9.92,-0.1933,16.054,0.797,0.439,FLATLINE,0.0,2.056,22,-8.5,2025_04_27,IS,7,FLATLINE,1,True,8.5,-8.5,22.25,-2.25,2.25,-22.25,5.0,5.08,False,False,False
melody,0,8,1745795100,1745797500,2025-04-27T23:05:00+00:00,2025-04-27T23:45:00+00:00,40.0,-0.5646,13.682,0.322,0.235,LOGARITHMIC_DOWN,0.969,2.423,23,-3.75,2025_04_27,IS,8,FLATLINE,0,False,3.75,-3.75,19.5,-15.75,15.75,-19.5,3.83,3.92,False,False,False
melody,0,9,1745797500,1745798395,2025-04-27T23:45:00+00:00,2025-04-27T23:59:55+00:00,14.92,0.1508,9.107,0.218,-0.009,FLATLINE,0.0,1.759,23,-0.25,2025_04_27,IS,9,LOGARITHMIC_DOWN,-1,False,-0.25,0.25,19.75,-5.75,5.75,-19.75,12.08,,False,False,False
melody,0,0,1745798400,1745802000,2025-04-28T00:00:00+00:00,2025-04-28T01:00:00+00:00,60.0,,13.414,0.887,0.67,NOISE,-999.0,3.038,0,-48.5,2025_04_28,IS,0,NONE,-1,False,0.0,-0.0,14.0,-53.75,53.75,-14.0,58.17,,False,True,False
melody,1,0,1745802000,1745804400,2025-04-28T01:00:00+00:00,2025-04-28T01:40:00+00:00,40.0,-0.309,9.153,0.297,0.052,LINEAR_DOWN,0.988,2.738,1,6.0,2025_04_28,IS,0,NONE,0,False,-6.0,6.0,15.0,-23.5,23.5,-15.0,16.83,17.17,False,False,False
melody,1,1,1745804400,1745804700,2025-04-28T01:40:00+00:00,2025-04-28T01:45:00+00:00,5.0,0.0167,10.221,0.486,0.498,FLATLINE,0.0,0.696,1,-2.0,2025_04_28,IS,1,LINEAR_DOWN,-1,False,-2.0,2.0,4.75,-5.75,5.75,-4.75,3.58,3.67,False,False,False
melody,2,0,1745804700,1745805300,2025-04-28T01:45:00+00:00,2025-04-28T01:55:00+00:00,10.0,0.3056,10.571,0.576,0.081,FLATLINE,0.0,1.518,1,9.5,2025_04_28,IS,0,NONE,1,False,9.5,-9.5,15.25,0.0,-0.0,-15.25,3.83,5.17,False,False,False
melody,2,1,1745805300,1745805600,2025-04-28T01:55:00+00:00,2025-04-28T02:00:00+00:00,5.0,-0.0444,10.764,0.781,0.784,FLATLINE,0.0,1.553,1,9.25,2025_04_28,IS,1,FLATLINE,0,False,-9.25,9.25,-0.0,-9.25,9.25,0.0,5.0,,False,False,False
melody,2,2,1745805600,1745808305,2025-04-28T02:00:00+00:00,2025-04-28T02:45:05+00:00,45.08,0.5126,9.882,0.208,0.604,LINEAR_UP,0.987,3.015,2,8.75,2025_04_28,IS,2,FLATLINE,-1,False,8.75,-8.75,18.25,-6.25,6.25,-18.25,24.42,25.5,False,False,False
melody,3,0,1745808305,1745813105,2025-04-28T02:45:05+00:00,2025-04-28T04:05:05+00:00,80.0,-0.4139,8.949,0.92,0.7,LINEAR_DOWN,0.977,4.942,2,-32.5,2025_04_28,IS,0,NONE,0,False,32.5,-32.5,43.75,-2.75,2.75,-43.75,69.58,,True,True,False
melody,3,1,1745813105,1745813700,2025-04-28T04:05:05+00:00,2025-04-28T04:15:00+00:00,9.92,0.056,4.549,0.053,0.123,FLATLINE,0.0,1.551,4,3.75,2025_04_28,IS,1,LINEAR_DOWN,-1,False,3.75,-3.75,5.0,-2.5,2.5,-5.0,9.42,,False,False,False
melody,4,0,1745813700,1745815500,2025-04-28T04:15:00+00:00,2025-04-28T04:45:00+00:00,30.0,0.2843,5.918,0.514,0.444,EXPONENTIAL_UP,0.987,3.292,4,12.25,2025_04_28,IS,0,NONE,-1,False,12.25,-12.25,13.75,-5.5,5.5,-13.75,29.67,,False,False,False
melody,5,0,1745815500,1745817000,2025-04-28T04:45:00+00:00,2025-04-28T05:10:00+00:00,25.0,0.1222,5.857,0.359,0.58,FLATLINE,0.0,2.007,4,-11.5,2025_04_28,IS,0,NONE,5,False,-11.5,11.5,3.25,-17.75,17.75,-3.25,13.25,15.0,False,False,False
melody,5,1,1745817000,1745817300,2025-04-28T05:10:00+00:00,2025-04-28T05:15:00+00:00,5.0,-0.05,5.027,0.26,0.397,FLATLINE,0.0,1.033,5,7.75,2025_04_28,IS,1,FLATLINE,4,False,-7.75,7.75,-0.0,-9.0,9.0,0.0,2.17,,False,False,False
melody,5,2,1745817300,1745817900,2025-04-28T05:15:00+00:00,2025-04-28T05:25:00+00:00,10.0,0.1222,5.096,0.182,-0.013,FLATLINE,0.0,1.87,5,3.25,2025_04_28,IS,2,FLATLINE,3,False,3.25,-3.25,6.25,-4.25,4.25,-6.25,1.92,2.08,False,False,False
melody,5,3,1745817900,1745818500,2025-04-28T05:25:00+00:00,2025-04-28T05:35:00+00:00,10.0,-0.1694,5.379,0.38,0.467,FLATLINE,0.0,1.73,5,-9.25,2025_04_28,IS,3,FLATLINE,2,False,9.25,-9.25,14.75,-0.0,0.0,-14.75,7.0,8.67,False,False,False
melody,5,4,1745818500,1745818800,2025-04-28T05:35:00+00:00,2025-04-28T05:40:00+00:00,5.0,0.1333,4.715,0.128,0.61,FLATLINE,0.0,1.745,5,8.5,2025_04_28,IS,4,FLATLINE,1,False,8.5,-8.5,8.75,-5.5,5.5,-8.75,4.17,,False,False,False
melody,5,5,1745818800,1745819405,2025-04-28T05:40:00+00:00,2025-04-28T05:50:05+00:00,10.08,-0.1019,5.413,0.129,0.318,FLATLINE,0.0,2.673,5,-11.0,2025_04_28,IS,5,FLATLINE,0,False,11.0,-11.0,18.0,-0.0,0.0,-18.0,3.92,8.17,False,False,False
melody,5,6,1745819405,1745820000,2025-04-28T05:50:05+00:00,2025-04-28T06:00:00+00:00,9.92,0.0084,6.095,0.777,0.562,FLATLINE,0.0,1.015,5,10.0,2025_04_28,IS,6,FLATLINE,-1,False,10.0,-10.0,10.0,-1.5,1.5,-10.0,9.92,,False,False,False
melody,6,0,1745820000,1745825400,2025-04-28T06:00:00+00:00,2025-04-28T07:30:00+00:00,90.0,0.9148,15.021,0.616,0.835,LINEAR_UP,0.99,4.731,6,82.75,2025_04_28,IS,0,NONE,2,False,82.75,-82.75,95.25,0.0,-0.0,-95.25,88.33,,True,True,False
melody,6,1,1745825400,1745829600,2025-04-28T07:30:00+00:00,2025-04-28T08:40:00+00:00,70.0,-0.4829,10.084,0.764,0.535,LINEAR_DOWN,0.987,3.101,7,-26.75,2025_04_28,IS,1,LINEAR_UP,1,False,26.75,-26.75,63.25,-4.0,4.0,-63.25,37.58,39.17,False,True,False
melody,6,2,1745829600,1745835000,2025-04-28T08:40:00+00:00,2025-04-28T10:10:00+00:00,90.0,0.633,12.57,0.006,0.61,LINEAR_UP,0.996,5.537,8,30.25,2025_04_28,IS,2,LINEAR_DOWN,0,False,30.25,-30.25,61.5,-1.0,1.0,-61.5,73.17,75.58,True,True,False
melody,6,3,1745835000,1745835300,2025-04-28T10:10:00+00:00,2025-04-28T10:15:00+00:00,5.0,-0.4056,8.567,0.155,0.023,FLATLINE,0.0,1.747,10,2.25,2025_04_28,IS,3,LINEAR_UP,-1,False,-2.25,2.25,0.75,-8.25,8.25,-0.75,2.58,2.67,False,False,False
melody,7,0,1745835300,1745838300,2025-04-28T10:15:00+00:00,2025-04-28T11:05:00+00:00,50.0,-0.5678,10.966,0.262,0.451,LINEAR_DOWN,0.993,3.281,10,-31.0,2025_04_28,IS,0,NONE,2,False,31.0,-31.0,41.25,-7.5,7.5,-41.25,41.92,,False,False,False
melody,7,1,1745838300,1745838600,2025-04-28T11:05:00+00:00,2025-04-28T11:10:00+00:00,5.0,0.1056,13.795,0.9,0.855,FLATLINE,0.0,0.908,11,13.75,2025_04_28,IS,1,LINEAR_DOWN,1,False,13.75,-13.75,17.75,0.0,-0.0,-17.75,4.25,,False,False,False
melody,7,2,1745838600,1745839500,2025-04-28T11:10:00+00:00,2025-04-28T11:25:00+00:00,15.0,-0.4,13.214,0.818,0.012,FLATLINE,0.0,0.954,11,0.75,2025_04_28,IS,2,FLATLINE,0,False,-0.75,0.75,14.0,-5.75,5.75,-14.0,6.0,3.92,False,False,False
melody,7,3,1745839500,1745841600,2025-04-28T11:25:00+00:00,2025-04-28T12:00:00+00:00,35.0,0.6905,13.388,0.982,0.139,LINEAR_UP,0.979,3.357,11,23.5,2025_04_28,IS,3,FLATLINE,-1,False,23.5,-23.5,39.5,-0.75,0.75,-39.5,18.42,19.67,False,False,False
melody,8,0,1745841600,1745843400,2025-04-28T12:00:00+00:00,2025-04-28T12:30:00+00:00,30.0,-0.2074,13.474,0.439,0.018,FLATLINE,0.0,4.067,12,-1.5,2025_04_28,IS,0,NONE,-1,False,1.5,-1.5,43.75,-2.75,2.75,-43.75,8.08,8.17,False,False,False
melody,9,0,1745843400,1745847000,2025-04-28T12:30:00+00:00,2025-04-28T13:30:00+00:00,60.0,0.7532,14.807,0.415,0.84,EXPONENTIAL_UP,0.984,2.325,12,26.0,2025_04_28,IS,0,NONE,1,False,26.0,-26.0,52.0,-2.75,2.75,-52.0,55.92,58.0,False,True,False
melody,9,1,1745847000,1745847600,2025-04-28T13:30:00+00:00,2025-04-28T13:40:00+00:00,10.0,-0.9611,14.661,0.918,0.541,FLATLINE,0.0,6.295,13,-45.75,2025_04_28,IS,1,EXPONENTIAL_UP,0,False,45.75,-45.75,56.0,-29.5,29.5,-56.0,6.5,6.83,False,False,False
melody,9,2,1745847600,1745847900,2025-04-28T13:40:00+00:00,2025-04-28T13:45:00+00:00,5.0,1.2944,26.144,0.979,0.924,FLATLINE,0.0,2.224,13,109.0,2025_04_28,IS,2,FLATLINE,-1,False,109.0,-109.0,109.0,0.0,-0.0,-109.0,5.0,,False,False,False
melody,10,0,1745847900,1745849700,2025-04-28T13:45:00+00:00,2025-04-28T14:15:00+00:00,30.0,-0.812,39.422,1.0,0.501,FLATLINE,0.0,2.68,13,-101.0,2025_04_28,IS,0,NONE,-1,False,101.0,-101.0,169.0,-17.25,17.25,-169.0,15.42,18.17,False,False,False
melody,11,0,1745849700,1745850300,2025-04-28T14:15:00+00:00,2025-04-28T14:25:00+00:00,10.0,0.5194,44.078,0.667,-0.008,FLATLINE,0.0,0.904,14,34.5,2025_04_28,IS,0,NONE,1,False,34.5,-34.5,34.5,-21.25,21.25,-34.5,10.0,,False,False,False
melody,11,1,1745850300,1745851200,2025-04-28T14:25:00+00:00,2025-04-28T14:40:00+00:00,15.0,-1.6741,33.725,0.396,0.008,FLATLINE,0.0,1.883,14,-19.5,2025_04_28,IS,1,FLATLINE,0,False,19.5,-19.5,89.5,-0.0,0.0,-89.5,7.67,7.83,False,False,False
melody,11,2,1745851200,1745851500,2025-04-28T14:40:00+00:00,2025-04-28T14:45:00+00:00,5.0,1.2778,20.395,0.022,0.11,FLATLINE,0.0,1.247,14,-0.5,2025_04_28,IS,2,FLATLINE,-1,False,-0.5,0.5,7.5,-42.5,42.5,-7.5,1.58,,False,False,False
melody,12,0,1745851500,1745858700,2025-04-28T14:45:00+00:00,2025-04-28T16:45:00+00:00,120.0,-1.6896,33.552,0.667,0.789,LINEAR_DOWN,0.981,3.48,14,-190.75,2025_04_28,IS,0,NONE,4,False,190.75,-190.75,247.0,-18.25,18.25,-247.0,102.92,,False,True,True
melody,12,1,1745858700,1745859900,2025-04-28T16:45:00+00:00,2025-04-28T17:05:00+00:00,20.0,0.4667,19.391,0.251,0.319,FLATLINE,0.0,3.328,16,-16.25,2025_04_28,IS,1,LINEAR_DOWN,3,False,-16.25,16.25,28.25,-33.5,33.5,-28.25,11.0,11.17,False,False,False
melody,12,2,1745859900,1745860500,2025-04-28T17:05:00+00:00,2025-04-28T17:15:00+00:00,10.0,-0.1583,20.04,0.335,0.779,FLATLINE,0.0,1.885,17,-36.75,2025_04_28,IS,2,FLATLINE,2,False,36.75,-36.75,36.75,-18.25,18.25,-36.75,10.0,,False,False,False
melody,12,3,1745860500,1745860800,2025-04-28T17:15:00+00:00,2025-04-28T17:20:00+00:00,5.0,0.0778,21.631,0.606,0.763,FLATLINE,0.0,2.215,17,32.0,2025_04_28,IS,3,FLATLINE,1,False,32.0,-32.0,32.5,-9.25,9.25,-32.5,4.25,,False,False,False
melody,12,4,1745860800,1745862000,2025-04-28T17:20:00+00:00,2025-04-28T17:40:00+00:00,20.0,-0.9014,21.528,0.835,0.063,FLATLINE,0.0,1.701,17,-1.5,2025_04_28,IS,4,FLATLINE,0,False,1.5,-1.5,39.5,-4.5,4.5,-39.5,14.25,14.33,False,False,False
melody,12,5,1745862000,1745864100,2025-04-28T17:40:00+00:00,2025-04-28T18:15:00+00:00,35.0,1.3754,27.241,0.979,0.821,EXPONENTIAL_UP,0.99,2.812,17,74.25,2025_04_28,IS,5,FLATLINE,-1,False,74.25,-74.25,79.5,-8.5,8.5,-79.5,28.42,,False,False,False
melody,13,0,1745864100,1745870700,2025-04-28T18:15:00+00:00,2025-04-28T20:05:00+00:00,110.0,1.5939,24.355,0.751,0.917,LINEAR_UP,0.997,3.705,18,116.5,2025_04_28,IS,0,NONE,7,False,116.5,-116.5,197.25,-16.0,16.0,-197.25,98.0,105.0,False,True,False
melody,13,1,1745870700,1745877900,2025-04-28T20:05:00+00:00,2025-04-28T22:05:00+00:00,120.0,-0.3222,16.76,0.779,0.747,LINEAR_DOWN,0.983,4.334,20,-25.25,2025_04_28,IS,1,LINEAR_UP,6,False,25.25,-25.25,30.0,-4.5,4.5,-30.0,115.42,,True,True,True
melody,13,2,1745877900,1745878200,2025-04-28T22:05:00+00:00,2025-04-28T22:10:00+00:00,5.0,0.1889,4.958,0.174,0.877,FLATLINE,0.0,2.088,22,17.75,2025_04_28,IS,2,LINEAR_DOWN,5,False,17.75,-17.75,17.75,-0.5,0.5,-17.75,4.0,,False,False,False
melody,13,3,1745878200,1745879400,2025-04-28T22:10:00+00:00,2025-04-28T22:30:00+00:00,20.0,-0.3458,6.725,0.405,0.375,LINEAR_DOWN,0.966,2.76,22,-16.25,2025_04_28,IS,3,FLATLINE,4,False,16.25,-16.25,30.75,-1.25,1.25,-30.75,10.92,12.42,False,False,False
melody,13,4,1745879400,1745879700,2025-04-28T22:30:00+00:00,2025-04-28T22:35:00+00:00,5.0,0.15,7.93,0.66,0.745,FLATLINE,0.0,1.501,22,11.75,2025_04_28,IS,4,LINEAR_DOWN,3,False,11.75,-11.75,14.25,0.0,-0.0,-14.25,2.5,,False,False,False
melody,13,5,1745879700,1745880300,2025-04-28T22:35:00+00:00,2025-04-28T22:45:00+00:00,10.0,-0.1861,8.412,0.715,0.743,FLATLINE,0.0,2.12,22,-16.25,2025_04_28,IS,5,FLATLINE,2,False,16.25,-16.25,26.5,-0.0,0.0,-26.5,7.42,7.92,False,False,False
