**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,r_h1,r_h2,delta,abs_delta,sign_flip,n_h1,n_h2
5s,vol_mean_w,z_high_w,UP_CHOPPY,0.019348451772561184,-0.016670894270134438,-0.03601934604269562,0.03601934604269562,False,996,2928
5s,vol_mean_w,z_high_w,DOWN_SMOOTH,0.04847009090094988,0.008190847229377747,-0.04027924367157213,0.04027924367157213,False,2778,1884
5s,vol_mean_w,z_high_w,DOWN_CHOPPY,0.05174774607168144,-0.019518012858626047,-0.07126575893030748,0.07126575893030748,False,1716,1272
5s,vol_mean_w,z_high_w,FLAT_SMOOTH,0.017107080242847003,0.027212369137998564,0.010105288895151561,0.010105288895151561,False,5717,4176
5s,vol_mean_w,z_high_w,FLAT_CHOPPY,0.005545030484218618,0.015031948470124007,0.00948691798590539,0.00948691798590539,False,8736,9579
5s,vol_mean_w,z_low_w,UP_SMOOTH,-0.04309661596402108,-0.014704774620210876,0.028391841343810207,0.028391841343810207,False,3324,3822
5s,vol_mean_w,z_low_w,UP_CHOPPY,0.0022880137571253305,-0.032577299169217054,-0.03486531292634239,0.03486531292634239,False,996,2928
5s,vol_mean_w,z_low_w,DOWN_SMOOTH,0.04028954380354987,-0.0021945827913498733,-0.042484126594899745,0.042484126594899745,False,2778,1884
5s,vol_mean_w,z_low_w,DOWN_CHOPPY,0.04232026663691303,-0.010622965007411424,-0.052943231644324455,0.052943231644324455,False,1716,1272
5s,vol_mean_w,z_low_w,FLAT_SMOOTH,0.01730786790282755,-0.008171820390630045,-0.025479688293457595,0.025479688293457595,False,5717,4176
5s,vol_mean_w,z_low_w,FLAT_CHOPPY,0.010793222579015112,-0.004305272548168193,-0.015098495127183306,0.015098495127183306,False,8736,9579
5s,vol_mean_w,SE_high_w,UP_SMOOTH,0.44528299096917884,0.3736307996642072,-0.07165219130497164,0.07165219130497164,False,3324,3822
5s,vol_mean_w,SE_high_w,UP_CHOPPY,0.49493121366180404,0.49557453001991486,0.0006433163581108237,0.0006433163581108237,False,996,2928
5s,vol_mean_w,SE_high_w,DOWN_SMOOTH,0.41938824120272256,0.5692604574320572,0.14987221622933466,0.14987221622933466,False,2778,1884
5s,vol_mean_w,SE_high_w,DOWN_CHOPPY,0.5151966196019365,0.5427708993240277,0.027574279722091144,0.027574279722091144,False,1716,1272
5s,vol_mean_w,SE_high_w,FLAT_SMOOTH,0.5571960090774539,0.46848354996728325,-0.08871245911017067,0.08871245911017067,False,5717,4176
5s,vol_mean_w,SE_high_w,FLAT_CHOPPY,0.5115559441544145,0.4365051986501407,-0.07505074550427382,0.07505074550427382,False,8736,9579
5s,vol_mean_w,SE_low_w,UP_SMOOTH,0.4916556420347985,0.42662192913358926,-0.06503371290120924,0.06503371290120924,False,3324,3822
5s,vol_mean_w,SE_low_w,UP_CHOPPY,0.4851526881309669,0.48124153894958127,-0.003911149181385631,0.003911149181385631,False,996,2928
5s,vol_mean_w,SE_low_w,DOWN_SMOOTH,0.39385332741871515,0.5739967040587013,0.18014337663998614,0.18014337663998614,False,2778,1884
5s,vol_mean_w,SE_low_w,DOWN_CHOPPY,0.4999719716634696,0.5107122397003956,0.01074026803692596,0.01074026803692596,False,1716,1272
5s,vol_mean_w,SE_low_w,FLAT_SMOOTH,0.5581516787715313,0.49834234180925996,-0.05980933696227131,0.05980933696227131,False,5717,4176
5s,vol_mean_w,SE_low_w,FLAT_CHOPPY,0.5230457531866247,0.40870109280528377,-0.11434466038134095,0.11434466038134095,False,8736,9579
5s,vol_mean_w,hurst_w,UP_SMOOTH,0.06965459726352519,0.06287087669122932,-0.0067837205722958704,0.0067837205722958704,False,3324,3822
5s,vol_mean_w,hurst_w,UP_CHOPPY,0.07249910501575706,0.05243065816638775,-0.020068446849369308,0.020068446849369308,False,996,2928
5s,vol_mean_w,hurst_w,DOWN_SMOOTH,0.035800181770435986,0.011625598980228488,-0.024174582790207497,0.024174582790207497,False,2778,1884
5s,vol_mean_w,hurst_w,DOWN_CHOPPY,0.029968921296643164,0.08253318440423539,0.05256426310759223,0.05256426310759223,False,1716,1272
5s,vol_mean_w,hurst_w,FLAT_SMOOTH,0.03112115877282454,0.07193855418579549,0.040817395412970955,0.040817395412970955,False,5717,4176
5s,vol_mean_w,hurst_w,FLAT_CHOPPY,0.04156733245532196,0.0629013693040641,0.021334036848742147,0.021334036848742147,False,8736,9579
5s,vol_mean_w,reversion_prob_w,UP_SMOOTH,-0.08218589528232856,-0.0014987504111964023,0.08068714487113215,0.08068714487113215,False,3324,3822
5s,vol_mean_w,reversion_prob_w,UP_CHOPPY,-0.07817512569809948,-0.003811197424008681,0.0743639282740908,0.0743639282740908,False,996,2928
5s,vol_mean_w,reversion_prob_w,DOWN_SMOOTH,-0.00929940596316005,-0.0016194669581038423,0.007679939005056207,0.007679939005056207,False,2778,1884
5s,vol_mean_w,reversion_prob_w,DOWN_CHOPPY,-0.007701284372356237,0.011108658779614146,0.018809943151970383,0.018809943151970383,False,1716,1272
5s,vol_mean_w,reversion_prob_w,FLAT_SMOOTH,-0.02997821377406184,-0.025295043666267353,0.0046831701077944855,0.0046831701077944855,False,5717,4176
5s,vol_mean_w,reversion_prob_w,FLAT_CHOPPY,-0.0024660881958610335,-0.0004815754003462786,0.0019845127955147547,0.0019845127955147547,False,8736,9579
5s,vol_mean_w,swing_noise_w,UP_SMOOTH,0.4447402269774761,0.4421460470075681,-0.002594179969908017,0.002594179969908017,False,3324,3822
5s,vol_mean_w,swing_noise_w,UP_CHOPPY,0.5322446652274881,0.5392878279722818,0.007043162744793663,0.007043162744793663,False,996,2928
5s,vol_mean_w,swing_noise_w,DOWN_SMOOTH,0.44436104076800154,0.6121627970836382,0.16780175631563665,0.16780175631563665,False,2778,1884
5s,vol_mean_w,swing_noise_w,DOWN_CHOPPY,0.5681926107780364,0.5722680096613434,0.004075398883306991,0.004075398883306991,False,1716,1272
5s,vol_mean_w,swing_noise_w,FLAT_SMOOTH,0.558462927729862,0.5567685489971941,-0.0016943787326678672,0.0016943787326678672,False,5717,4176
5s,vol_mean_w,swing_noise_w,FLAT_CHOPPY,0.5419040162321738,0.4989293851757075,-0.04297463105646626,0.04297463105646626,False,8736,9579
5s,vol_sigma_w,vwap_w,UP_SMOOTH,-0.030893900890257755,-0.011547117356333528,0.019346783533924227,0.019346783533924227,False,3324,3822
5s,vol_sigma_w,vwap_w,UP_CHOPPY,-0.05580592904848654,-0.020829595219244972,0.03497633382924156,0.03497633382924156,False,996,2928
5s,vol_sigma_w,vwap_w,DOWN_SMOOTH,-0.022103506976557337,0.06147907432546225,0.08358258130201959,0.08358258130201959,False,2778,1884
5s,vol_sigma_w,vwap_w,DOWN_CHOPPY,0.06018973887341921,0.02695123201252898,-0.033238506860890235,0.033238506860890235,False,1716,1272
5s,vol_sigma_w,vwap_w,FLAT_SMOOTH,-0.02567881792443834,-0.045340989476716866,-0.019662171552278524,0.019662171552278524,False,5717,4176
5s,vol_sigma_w,vwap_w,FLAT_CHOPPY,-0.03735911002682701,0.0014743823957554525,0.03883349242258246,0.03883349242258246,False,8736,9579
5s,vol_sigma_w,z_se_w,UP_SMOOTH,-0.06072527685877524,-0.01078998447915723,0.04993529237961801,0.04993529237961801,False,3324,3822
5s,vol_sigma_w,z_se_w,UP_CHOPPY,0.025795338535532817,-0.019816291417128002,-0.04561162995266082,0.04561162995266082,False,996,2928
5s,vol_sigma_w,z_se_w,DOWN_SMOOTH,0.040646447583459575,-0.030580098040364382,-0.07122654562382395,0.07122654562382395,False,2778,1884
5s,vol_sigma_w,z_se_w,DOWN_CHOPPY,0.02640157193317605,-0.018258670576899002,-0.044660242510075054,0.044660242510075054,False,1716,1272
5s,vol_sigma_w,z_se_w,FLAT_SMOOTH,0.01287506480543216,-0.01975417301597254,-0.0326292378214047,0.0326292378214047,False,5717,4176
5s,vol_sigma_w,z_se_w,FLAT_CHOPPY,0.0006383017591238518,0.0032053462649187466,0.0025670445057948948,0.0025670445057948948,False,8736,9579
5s,vol_sigma_w,z_high_w,UP_SMOOTH,-0.039635183607814796,-0.005122200728228591,0.03451298287958621,0.03451298287958621,False,3324,3822
5s,vol_sigma_w,z_high_w,UP_CHOPPY,0.02391802958318067,-0.00725968173509528,-0.03117771131827595,0.03117771131827595,False,996,2928
5s,vol_sigma_w,z_high_w,DOWN_SMOOTH,0.0645511331872404,0.019824253432420065,-0.044726879754820335,0.044726879754820335,False,2778,1884
5s,vol_sigma_w,z_high_w,DOWN_CHOPPY,0.040425861250803816,-0.008015038011141944,-0.04844089926194576,0.04844089926194576,False,1716,1272
5s,vol_sigma_w,z_high_w,FLAT_SMOOTH,0.015979388530833392,0.03253436332769178,0.01655497479685839,0.01655497479685839,False,5717,4176
5s,vol_sigma_w,z_high_w,FLAT_CHOPPY,0.0020707793885108355,0.019917278982486387,0.01784649959397555,0.01784649959397555,False,8736,9579
5s,vol_sigma_w,z_low_w,UP_SMOOTH,-0.04977703882208387,-0.021373582031405634,0.028403456790678235,0.028403456790678235,False,3324,3822
5s,vol_sigma_w,z_low_w,UP_CHOPPY,0.0014579977532354364,-0.0430478628654417,-0.04450586061867713,0.04450586061867713,False,996,2928
5s,vol_sigma_w,z_low_w,DOWN_SMOOTH,0.04889641555573235,-0.006729698027075957,-0.055626113582808306,0.055626113582808306,False,2778,1884
5s,vol_sigma_w,z_low_w,DOWN_CHOPPY,0.02927783566252295,0.0005226684819860765,-0.028755167180536872,0.028755167180536872,False,1716,1272
5s,vol_sigma_w,z_low_w,FLAT_SMOOTH,0.009917525262049228,0.002251265198785802,-0.007666260063263425,0.007666260063263425,False,5717,4176
5s,vol_sigma_w,z_low_w,FLAT_CHOPPY,-0.0020136570624887835,-0.006582959469004139,-0.004569302406515355,0.004569302406515355,False,8736,9579
5s,vol_sigma_w,SE_high_w,UP_SMOOTH,0.27229801773644124,0.3036620623824923,0.03136404464605108,0.03136404464605108,False,3324,3822
5s,vol_sigma_w,SE_high_w,UP_CHOPPY,0.2945180951778013,0.4539559625641097,0.15943786738630839,0.15943786738630839,False,996,2928
5s,vol_sigma_w,SE_high_w,DOWN_SMOOTH,0.3086257974042977,0.472986329348909,0.1643605319446113,0.1643605319446113,False,2778,1884
5s,vol_sigma_w,SE_high_w,DOWN_CHOPPY,0.38696525354093536,0.4654830603542984,0.07851780681336301,0.07851780681336301,False,1716,1272
5s,vol_sigma_w,SE_high_w,FLAT_SMOOTH,0.4594488445477057,0.402164684865613,-0.05728415968209266,0.05728415968209266,False,5717,4176
5s,vol_sigma_w,SE_high_w,FLAT_CHOPPY,0.37819330796650025,0.38592608143927076,0.0077327734727705155,0.0077327734727705155,False,8736,9579
5s,vol_sigma_w,SE_low_w,UP_SMOOTH,0.3393266561676628,0.3369715056292866,-0.0023551505383761495,0.0023551505383761495,False,3324,3822
5s,vol_sigma_w,SE_low_w,UP_CHOPPY,0.30832398186297316,0.4167728561699556,0.10844887430698241,0.10844887430698241,False,996,2928
5s,vol_sigma_w,SE_low_w,DOWN_SMOOTH,0.2896457547445902,0.5145362160711695,0.2248904613265793,0.2248904613265793,False,2778,1884
5s,vol_sigma_w,SE_low_w,DOWN_CHOPPY,0.362316706756198,0.45180643693677597,0.08948973018057799,0.08948973018057799,False,1716,1272
5s,vol_sigma_w,SE_low_w,FLAT_SMOOTH,0.4665304146927648,0.44804064872191907,-0.01848976597084573,0.01848976597084573,False,5717,4176
5s,vol_sigma_w,SE_low_w,FLAT_CHOPPY,0.40922278373037685,0.3705121635336958,-0.038710620196681034,0.038710620196681034,False,8736,9579
5s,vol_sigma_w,hurst_w,UP_SMOOTH,0.028353575103631252,0.02997879517320248,0.0016252200695712274,0.0016252200695712274,False,3324,3822
5s,vol_sigma_w,hurst_w,UP_CHOPPY,0.033624963525695606,0.03831800987586378,0.0046930463501681716,0.0046930463501681716,False,996,2928
5s,vol_sigma_w,hurst_w,DOWN_SMOOTH,-4.6676412281824537e-05,-0.010011350610804465,-0.00996467419852264,0.00996467419852264,False,2778,1884
5s,vol_sigma_w,hurst_w,DOWN_CHOPPY,0.00816672710964205,0.06104255266308313,0.05287582555344108,0.05287582555344108,False,1716,1272
5s,vol_sigma_w,hurst_w,FLAT_SMOOTH,0.020248419608429553,0.04848202506179196,0.028233605453362405,0.028233605453362405,False,5717,4176
5s,vol_sigma_w,hurst_w,FLAT_CHOPPY,0.02126723395451104,0.043705096254934836,0.022437862300423796,0.022437862300423796,False,8736,9579
5s,vol_sigma_w,reversion_prob_w,UP_SMOOTH,-0.10424006973998166,-0.012297134110310236,0.09194293562967143,0.09194293562967143,False,3324,3822
5s,vol_sigma_w,reversion_prob_w,UP_CHOPPY,-0.10192030937758499,-0.026821443092944933,0.07509886628464006,0.07509886628464006,False,996,2928
5s,vol_sigma_w,reversion_prob_w,DOWN_SMOOTH,-0.006957082510237642,-0.02317992862357409,-0.01622284611333645,0.01622284611333645,False,2778,1884
5s,vol_sigma_w,reversion_prob_w,DOWN_CHOPPY,-0.026270042336405897,0.019707909876911397,0.0459779522133173,0.0459779522133173,False,1716,1272
5s,vol_sigma_w,reversion_prob_w,FLAT_SMOOTH,-0.041454635998277894,-0.022370745295587902,0.019083890702689992,0.019083890702689992,False,5717,4176
5s,vol_sigma_w,reversion_prob_w,FLAT_CHOPPY,-0.014509231496159314,-0.006306177259770711,0.008203054236388604,0.008203054236388604,False,8736,9579
5s,vol_sigma_w,swing_noise_w,UP_SMOOTH,0.2172431329650298,0.29311225202225916,0.07586911905722935,0.07586911905722935,False,3324,3822
5s,vol_sigma_w,swing_noise_w,UP_CHOPPY,0.2837204081408608,0.4129545605387712,0.12923415239791042,0.12923415239791042,False,996,2928
5s,vol_sigma_w,swing_noise_w,DOWN_SMOOTH,0.2673081454405079,0.45200374220536427,0.18469559676485636,0.18469559676485636,False,2778,1884
5s,vol_sigma_w,swing_noise_w,DOWN_CHOPPY,0.36666744581566746,0.42647380430239407,0.05980635848672661,0.05980635848672661,False,1716,1272
5s,vol_sigma_w,swing_noise_w,FLAT_SMOOTH,0.39444706620819664,0.4205442855961756,0.026097219387978987,0.026097219387978987,False,5717,4176
5s,vol_sigma_w,swing_noise_w,FLAT_CHOPPY,0.3504629267554394,0.37195640990872275,0.021493483153283366,0.021493483153283366,False,8736,9579
5s,vwap_w,z_se_w,UP_SMOOTH,-0.02425670980436445,-0.02244170038972126,0.0018150094146431907,0.0018150094146431907,False,3324,3822
5s,vwap_w,z_se_w,UP_CHOPPY,0.0037038069601340214,0.01213326441570662,0.008429457455572598,0.008429457455572598,False,996,2928
5s,vwap_w,z_se_w,DOWN_SMOOTH,0.013411289637339951,-0.002961272455455297,-0.016372562092795247,0.016372562092795247,False,2778,1884
5s,vwap_w,z_se_w,DOWN_CHOPPY,0.007128647292884405,0.026655153985753677,0.01952650669286927,0.01952650669286927,False,1716,1272
5s,vwap_w,z_se_w,FLAT_SMOOTH,0.004010617197546716,-0.0009761597186833756,-0.004986776916230092,0.004986776916230092,False,5717,4176
5s,vwap_w,z_se_w,FLAT_CHOPPY,-0.011356179923669095,-0.007320365358242819,0.0040358145654262765,0.0040358145654262765,False,8736,9579
5s,vwap_w,z_high_w,UP_SMOOTH,-0.025013616559261466,-0.029433910461480396,-0.00442029390221893,0.00442029390221893,False,3324,3822
5s,vwap_w,z_high_w,UP_CHOPPY,0.004594670886314196,-0.004175366931996484,-0.008770037818310681,0.008770037818310681,False,996,2928
5s,vwap_w,z_high_w,DOWN_SMOOTH,0.007952707066296352,-0.005837602553470474,-0.013790309619766825,0.013790309619766825,False,2778,1884
5s,vwap_w,z_high_w,DOWN_CHOPPY,-0.01821895886287319,0.009404733892980221,0.027623692755853413,0.027623692755853413,False,1716,1272
5s,vwap_w,z_high_w,FLAT_SMOOTH,-0.005380532497822309,-0.005707549792957545,-0.0003270172951352363,0.0003270172951352363,False,5717,4176
5s,vwap_w,z_high_w,FLAT_CHOPPY,-0.013993932517391556,-0.020621819028212734,-0.006627886510821178,0.006627886510821178,False,8736,9579
5s,vwap_w,z_low_w,UP_SMOOTH,0.0009523595055054302,-0.013762912110627058,-0.014715271616132489,0.014715271616132489,False,3324,3822
5s,vwap_w,z_low_w,UP_CHOPPY,-0.014900167470645362,0.009158212052586547,0.024058379523231907,0.024058379523231907,False,996,2928
5s,vwap_w,z_low_w,DOWN_SMOOTH,0.008096936786584985,0.004014925132526496,-0.00408201165405849,0.00408201165405849,False,2778,1884
5s,vwap_w,z_low_w,DOWN_CHOPPY,-0.0031589231627306997,-0.021602512487410828,-0.018443589324680126,0.018443589324680126,False,1716,1272
5s,vwap_w,z_low_w,FLAT_SMOOTH,-0.004165033251101932,-0.0050205843965575375,-0.0008555511454556054,0.0008555511454556054,False,5717,4176
5s,vwap_w,z_low_w,FLAT_CHOPPY,-0.011310206709170408,-0.01585550412113449,-0.004545297411964083,0.004545297411964083,False,8736,9579
5s,vwap_w,SE_high_w,UP_SMOOTH,-0.40085882922547933,-0.26816550283721263,0.1326933263882667,0.1326933263882667,False,3324,3822
5s,vwap_w,SE_high_w,UP_CHOPPY,-0.4933613704230018,-0.23971930023009438,0.2536420701929074,0.2536420701929074,False,996,2928
5s,vwap_w,SE_high_w,DOWN_SMOOTH,-0.537475548200095,-0.04467327775662626,0.49280227044346875,0.49280227044346875,False,2778,1884
5s,vwap_w,SE_high_w,DOWN_CHOPPY,-0.1014135913283151,-0.07842069827132869,0.022992893056986402,0.022992893056986402,False,1716,1272
5s,vwap_w,SE_high_w,FLAT_SMOOTH,-0.307188384767007,-0.15210494684621437,0.15508343792079263,0.15508343792079263,False,5717,4176
5s,vwap_w,SE_high_w,FLAT_CHOPPY,-0.39411056683733015,-0.287452167993467,0.10665839884386313,0.10665839884386313,False,8736,9579
5s,vwap_w,SE_low_w,UP_SMOOTH,-0.38481424111467,-0.26553094901565133,0.11928329209901867,0.11928329209901867,False,3324,3822
5s,vwap_w,SE_low_w,UP_CHOPPY,-0.4722427981489004,-0.24148786187016755,0.23075493627873286,0.23075493627873286,False,996,2928
5s,vwap_w,SE_low_w,DOWN_SMOOTH,-0.48884731492068223,-0.03000234690107606,0.45884496801960617,0.45884496801960617,False,2778,1884
5s,vwap_w,SE_low_w,DOWN_CHOPPY,-0.10924464610524831,-0.050409923758230855,0.058834722347017455,0.058834722347017455,False,1716,1272
5s,vwap_w,SE_low_w,FLAT_SMOOTH,-0.29642073734013874,-0.16524349891260834,0.1311772384275304,0.1311772384275304,False,5717,4176
5s,vwap_w,SE_low_w,FLAT_CHOPPY,-0.38233613031798575,-0.2689475576294961,0.11338857268848962,0.11338857268848962,False,8736,9579
5s,vwap_w,hurst_w,UP_SMOOTH,-0.06537223641674343,0.0026269924388660007,0.06799922885560944,0.06799922885560944,False,3324,3822
5s,vwap_w,hurst_w,UP_CHOPPY,0.03091084176538989,-0.043530517743502736,-0.07444135950889262,0.07444135950889262,False,996,2928
5s,vwap_w,hurst_w,DOWN_SMOOTH,-0.022766103796375274,-0.0016024288887417607,0.021163674907633514,0.021163674907633514,False,2778,1884
5s,vwap_w,hurst_w,DOWN_CHOPPY,0.003989678975245017,0.027981249525538182,0.023991570550293165,0.023991570550293165,False,1716,1272
5s,vwap_w,hurst_w,FLAT_SMOOTH,-0.032863913290943826,-0.04323292076355286,-0.010369007472609035,0.010369007472609035,False,5717,4176
5s,vwap_w,hurst_w,FLAT_CHOPPY,-0.0096225284378744,-0.0367465985691962,-0.0271240701313218,0.0271240701313218,False,8736,9579
5s,vwap_w,reversion_prob_w,UP_SMOOTH,0.042329409805533506,0.03873757796555939,-0.0035918318399741148,0.0035918318399741148,False,3324,3822
5s,vwap_w,reversion_prob_w,UP_CHOPPY,0.010984986422763772,0.008004049278267384,-0.0029809371444963883,0.0029809371444963883,False,996,2928
5s,vwap_w,reversion_prob_w,DOWN_SMOOTH,0.0009899833510673176,0.004310771230944361,0.003320787879877044,0.003320787879877044,False,2778,1884
5s,vwap_w,reversion_prob_w,DOWN_CHOPPY,0.043120677890717926,0.008198344274959288,-0.03492233361575864,0.03492233361575864,False,1716,1272
5s,vwap_w,reversion_prob_w,FLAT_SMOOTH,0.0071358203484826275,-0.008403006864451376,-0.015538827212934004,0.015538827212934004,False,5717,4176
5s,vwap_w,reversion_prob_w,FLAT_CHOPPY,-0.01000623690338565,0.0020702108499144733,0.012076447753300123,0.012076447753300123,False,8736,9579
5s,vwap_w,swing_noise_w,UP_SMOOTH,-0.3809588000893826,-0.23874084101027693,0.14221795907910567,0.14221795907910567,False,3324,3822
5s,vwap_w,swing_noise_w,UP_CHOPPY,-0.5016277157286657,-0.24108261193871117,0.26054510378995455,0.26054510378995455,False,996,2928
5s,vwap_w,swing_noise_w,DOWN_SMOOTH,-0.5355785073387381,-0.05150479727668061,0.4840737100620575,0.4840737100620575,False,2778,1884
5s,vwap_w,swing_noise_w,DOWN_CHOPPY,-0.10689014862695656,-0.04540444822468534,0.06148570040227122,0.06148570040227122,False,1716,1272
5s,vwap_w,swing_noise_w,FLAT_SMOOTH,-0.3262089398137384,-0.20002216755072738,0.126186772263011,0.126186772263011,False,5717,4176
5s,vwap_w,swing_noise_w,FLAT_CHOPPY,-0.3948759565792052,-0.30236921992966326,0.09250673664954195,0.09250673664954195,False,8736,9579
5s,z_se_w,z_high_w,UP_SMOOTH,0.8080969844459125,0.8141953896860137,0.00609840524010119,0.00609840524010119,False,3324,3822
5s,z_se_w,z_high_w,UP_CHOPPY,0.8009384876076442,0.8183947561614573,0.017456268553813103,0.017456268553813103,False,996,2928
5s,z_se_w,z_high_w,DOWN_SMOOTH,0.801056039061612,0.7852525200331579,-0.015803519028454116,0.015803519028454116,False,2778,1884
5s,z_se_w,z_high_w,DOWN_CHOPPY,0.7964208138097592,0.8131759742854116,0.016755160475652398,0.016755160475652398,False,1716,1272
5s,z_se_w,z_high_w,FLAT_SMOOTH,0.80686105698413,0.8133663595211319,0.006505302537001878,0.006505302537001878,False,5717,4176
5s,z_se_w,z_high_w,FLAT_CHOPPY,0.7980363409029819,0.8193191357964743,0.021282794893492385,0.021282794893492385,False,8736,9579
5s,z_se_w,z_low_w,UP_SMOOTH,0.8116828138531321,0.8112878158572124,-0.0003949979959196881,0.0003949979959196881,False,3324,3822
5s,z_se_w,z_low_w,UP_CHOPPY,0.8185188967490871,0.818811846964196,0.0002929502151088892,0.0002929502151088892,False,996,2928
5s,z_se_w,z_low_w,DOWN_SMOOTH,0.8130460822552462,0.8102869851223392,-0.002759097132907007,0.002759097132907007,False,2778,1884
5s,z_se_w,z_low_w,DOWN_CHOPPY,0.7959763214470155,0.819492631604885,0.02351631015786948,0.02351631015786948,False,1716,1272
5s,z_se_w,z_low_w,FLAT_SMOOTH,0.8023833219101097,0.8140511326824317,0.01166781077232193,0.01166781077232193,False,5717,4176
5s,z_se_w,z_low_w,FLAT_CHOPPY,0.8090234459016056,0.8223053226252947,0.013281876723689079,0.013281876723689079,False,8736,9579
5s,z_se_w,SE_high_w,UP_SMOOTH,-0.016715347612641707,0.017108513403596537,0.033823861016238244,0.033823861016238244,False,3324,3822
5s,z_se_w,SE_high_w,UP_CHOPPY,-0.0006404742668533302,0.013726060413902145,0.014366534680755475,0.014366534680755475,False,996,2928
5s,z_se_w,SE_high_w,DOWN_SMOOTH,0.0064156212232992955,-0.006404077171120193,-0.012819698394419488,0.012819698394419488,False,2778,1884
5s,z_se_w,SE_high_w,DOWN_CHOPPY,0.031728517956532705,-0.030747913981793572,-0.06247643193832628,0.06247643193832628,False,1716,1272
5s,z_se_w,SE_high_w,FLAT_SMOOTH,0.017976030341257124,0.005440719763465061,-0.012535310577792062,0.012535310577792062,False,5717,4176
5s,z_se_w,SE_high_w,FLAT_CHOPPY,0.027381666256271885,0.010686117216751423,-0.01669554903952046,0.01669554903952046,False,8736,9579
5s,z_se_w,SE_low_w,UP_SMOOTH,-0.024288055652889086,-0.0008542091703492218,0.023433846482539863,0.023433846482539863,False,3324,3822
5s,z_se_w,SE_low_w,UP_CHOPPY,-0.0027316110539292227,-0.0025824902918017605,0.00014912076212746225,0.00014912076212746225,False,996,2928
5s,z_se_w,SE_low_w,DOWN_SMOOTH,0.0020388916466272493,-0.006748575969034594,-0.008787467615661843,0.008787467615661843,False,2778,1884
5s,z_se_w,SE_low_w,DOWN_CHOPPY,0.01788170335551715,-0.04589415491579214,-0.0637758582713093,0.0637758582713093,False,1716,1272
5s,z_se_w,SE_low_w,FLAT_SMOOTH,0.006491088623430271,-0.015924261073993914,-0.022415349697424185,0.022415349697424185,False,5717,4176
5s,z_se_w,SE_low_w,FLAT_CHOPPY,0.011825051157650578,0.00909516626859437,-0.0027298848890562073,0.0027298848890562073,False,8736,9579
5s,z_se_w,hurst_w,UP_SMOOTH,0.04096604402629106,0.00018142535316133346,-0.04078461867312973,0.04078461867312973,False,3324,3822
5s,z_se_w,hurst_w,UP_CHOPPY,-0.08012160025598354,-0.008247951098305546,0.071873649157678,0.071873649157678,False,996,2928
5s,z_se_w,hurst_w,DOWN_SMOOTH,0.03554358403083575,-0.03408772749376444,-0.06963131152460018,0.06963131152460018,False,2778,1884
5s,z_se_w,hurst_w,DOWN_CHOPPY,-0.02798361233945243,-0.041217371771347704,-0.013233759431895274,0.013233759431895274,False,1716,1272
5s,z_se_w,hurst_w,FLAT_SMOOTH,0.00990584778771855,-0.010271673012575346,-0.020177520800293898,0.020177520800293898,False,5717,4176
5s,z_se_w,hurst_w,FLAT_CHOPPY,0.009372818836781384,-0.007761127262510709,-0.017133946099292093,0.017133946099292093,False,8736,9579
5s,z_se_w,reversion_prob_w,UP_SMOOTH,0.046740626160202296,0.0077555702589139856,-0.03898505590128831,0.03898505590128831,False,3324,3822
5s,z_se_w,reversion_prob_w,UP_CHOPPY,0.03325381145299496,-0.02865183031230089,-0.06190564176529585,0.06190564176529585,False,996,2928
5s,z_se_w,reversion_prob_w,DOWN_SMOOTH,0.05110459654020713,0.0645068026932004,0.01340220615299327,0.01340220615299327,False,2778,1884
5s,z_se_w,reversion_prob_w,DOWN_CHOPPY,0.03966258083568385,0.09808662561994691,0.05842404478426306,0.05842404478426306,False,1716,1272
5s,z_se_w,reversion_prob_w,FLAT_SMOOTH,0.028739833861944116,0.03843361577955672,0.009693781917612606,0.009693781917612606,False,5717,4176
5s,z_se_w,reversion_prob_w,FLAT_CHOPPY,0.041360840235518954,-0.008722868866020233,-0.050083709101539184,0.050083709101539184,False,8736,9579
5s,z_se_w,swing_noise_w,UP_SMOOTH,-0.005494880009735511,0.01185842013142361,0.01735330014115912,0.01735330014115912,False,3324,3822
5s,z_se_w,swing_noise_w,UP_CHOPPY,-0.025485808865010402,-0.011872967940017368,0.013612840924993035,0.013612840924993035,False,996,2928
5s,z_se_w,swing_noise_w,DOWN_SMOOTH,0.00980616237763956,-0.04160834162407794,-0.0514145040017175,0.0514145040017175,False,2778,1884
5s,z_se_w,swing_noise_w,DOWN_CHOPPY,0.011861572475597859,-0.05701238015224592,-0.06887395262784378,0.06887395262784378,False,1716,1272
5s,z_se_w,swing_noise_w,FLAT_SMOOTH,-0.0011129464868185643,-0.030773477819481254,-0.02966053133266269,0.02966053133266269,False,5717,4176
5s,z_se_w,swing_noise_w,FLAT_CHOPPY,0.024133266766653894,-0.018654891120490662,-0.04278815788714456,0.04278815788714456,False,8736,9579
5s,z_high_w,z_low_w,UP_SMOOTH,0.741415955658813,0.7236244232191215,-0.01779153243969156,0.01779153243969156,False,3324,3822
5s,z_high_w,z_low_w,UP_CHOPPY,0.7246962640153026,0.7516269324680906,0.02693066845278802,0.02693066845278802,False,996,2928
5s,z_high_w,z_low_w,DOWN_SMOOTH,0.7496235788852239,0.7159907279094269,-0.033632850975797046,0.033632850975797046,False,2778,1884
