**DEPRECATED — LOOKAHEAD ARTIFACT, DO NOT QUOTE**

tf,c1,c2,regime_2d,peak_shift,peak_corr,contemp_corr,role,abs_peak
1h,body,price_velocity_w,FLAT_SMOOTH,0,0.1567336593744954,0.1567336593744954,contemporaneous,0.1567336593744954
1h,body,price_sigma_w,UP_CHOPPY,12,0.1564451984478833,0.13491802568600336,X_leads_Y,0.1564451984478833
1h,vol_accel_w,z_se_w,DOWN_CHOPPY,0,-0.15627519671830634,-0.15627519671830634,contemporaneous,0.15627519671830634
15m,body,vol_mean_w,DOWN_SMOOTH,12,-0.15624790399647362,-0.09432357420359365,X_leads_Y,0.15624790399647362
15m,vol_accel_1b,reversion_prob_w,FLAT_CHOPPY,-4,0.15624489327995095,-0.0809100687178998,X_lags_Y,0.15624489327995095
5m,body,SE_low_w,DOWN_SMOOTH,4,-0.15609104405042457,-0.133469768155723,X_leads_Y,0.15609104405042457
15m,vol_accel_w,z_se_w,DOWN_SMOOTH,0,-0.15606416564618933,-0.15606416564618933,contemporaneous,0.15606416564618933
15m,vol_accel_w,reversion_prob_w,FLAT_SMOOTH,0,-0.15597142006690493,-0.15597142006690493,contemporaneous,0.15597142006690493
15m,z_se_w,swing_noise_w,DOWN_CHOPPY,-8,0.15571631766808303,0.11176069272893117,X_lags_Y,0.15571631766808303
15m,SE_low_w,reversion_prob_w,DOWN_SMOOTH,-8,-0.15562606981185184,-0.03152270004791491,X_lags_Y,0.15562606981185184
1h,vol_velocity_1b,price_velocity_w,UP_SMOOTH,-12,-0.15542243875899897,-0.06921580715979068,X_lags_Y,0.15542243875899897
5m,price_velocity_1b,swing_noise_w,DOWN_SMOOTH,12,-0.15542221958394611,-0.08969170583376007,X_leads_Y,0.15542221958394611
1m,z_low_w,reversion_prob_w,FLAT_SMOOTH,0,0.15538425619936339,0.15538425619936339,contemporaneous,0.15538425619936339
15m,z_se_w,reversion_prob_w,UP_SMOOTH,0,-0.15529709306583767,-0.15529709306583767,contemporaneous,0.15529709306583767
15m,vol_velocity_w,hurst_w,UP_CHOPPY,12,0.15519485459938911,0.09237280878986817,X_leads_Y,0.15519485459938911
5m,vol_velocity_w,swing_noise_w,FLAT_CHOPPY,-8,-0.1551145884201182,-0.07057588857343393,X_lags_Y,0.1551145884201182
15m,z_se_w,SE_low_w,DOWN_CHOPPY,-12,0.15495644834201533,0.027243280552119328,X_lags_Y,0.15495644834201533
15m,vol_velocity_1b,body,FLAT_SMOOTH,0,-0.1547476675713428,-0.1547476675713428,contemporaneous,0.1547476675713428
1h,price_accel_w,vol_velocity_w,UP_CHOPPY,0,0.15470555179046075,0.15470555179046075,contemporaneous,0.15470555179046075
1h,price_accel_1b,vol_accel_w,UP_SMOOTH,0,0.15467437516609434,0.15467437516609434,contemporaneous,0.15467437516609434
1m,price_accel_w,z_high_w,UP_SMOOTH,0,0.15465725396477045,0.15465725396477045,contemporaneous,0.15465725396477045
5m,price_accel_1b,vol_velocity_1b,DOWN_CHOPPY,-1,0.15446924343408092,-0.14409264406337124,X_lags_Y,0.15446924343408092
5m,price_accel_1b,vol_accel_w,DOWN_SMOOTH,0,-0.15430229585543753,-0.15430229585543753,contemporaneous,0.15430229585543753
15m,SE_low_w,reversion_prob_w,DOWN_CHOPPY,4,0.15424253746995956,-0.004951709440529882,X_leads_Y,0.15424253746995956
5s,price_velocity_1b,vol_velocity_w,UP_SMOOTH,0,-0.15423845670723,-0.15423845670723,contemporaneous,0.15423845670723
5m,vol_accel_1b,body,DOWN_SMOOTH,-1,0.1541834385044716,-0.1250560253029419,X_lags_Y,0.1541834385044716
15m,price_velocity_w,hurst_w,DOWN_CHOPPY,12,-0.15415356920592208,-0.13112691277324473,X_leads_Y,0.15415356920592208
15m,price_accel_1b,price_velocity_w,DOWN_CHOPPY,-2,-0.15410800352120252,-0.006247100338401736,X_lags_Y,0.15410800352120252
1h,vol_mean_w,z_low_w,FLAT_SMOOTH,0,0.15408962501770393,0.15408962501770393,contemporaneous,0.15408962501770393
1m,vol_velocity_w,swing_noise_w,UP_SMOOTH,4,0.15395550343456343,-0.0001834382424232581,X_leads_Y,0.15395550343456343
5m,body,SE_high_w,DOWN_SMOOTH,8,-0.15393425870905922,-0.06623116709351211,X_leads_Y,0.15393425870905922
1m,price_velocity_1b,price_velocity_w,FLAT_SMOOTH,2,0.1538825070218263,0.13887436726081706,X_leads_Y,0.1538825070218263
1h,price_velocity_1b,SE_high_w,FLAT_SMOOTH,12,0.15388143647462518,0.14993797790381333,X_leads_Y,0.15388143647462518
1m,vol_accel_1b,reversion_prob_w,UP_CHOPPY,0,-0.153829790754221,-0.153829790754221,contemporaneous,0.153829790754221
1h,vol_accel_w,price_sigma_w,FLAT_CHOPPY,-12,-0.1536197942504454,-0.13630766712417397,X_lags_Y,0.1536197942504454
1h,SE_low_w,hurst_w,DOWN_SMOOTH,12,0.15356468532251105,0.14233660877864007,X_leads_Y,0.15356468532251105
15m,price_velocity_w,vwap_w,DOWN_CHOPPY,12,0.1534826221293661,0.14297050773421058,X_leads_Y,0.1534826221293661
1m,body,swing_noise_w,UP_CHOPPY,1,-0.15336889057299208,-0.13720163719157857,X_leads_Y,0.15336889057299208
5s,bar_range,reversion_prob_w,DOWN_SMOOTH,0,-0.15318948799961246,-0.15318948799961246,contemporaneous,0.15318948799961246
1h,vol_velocity_w,SE_high_w,DOWN_SMOOTH,-12,-0.15312489225491266,-0.046276126145639154,X_lags_Y,0.15312489225491266
5m,body,vol_mean_w,DOWN_SMOOTH,8,-0.1527244863202495,-0.07142826216172884,X_leads_Y,0.1527244863202495
1m,price_velocity_1b,swing_noise_w,UP_CHOPPY,1,-0.15268702960263042,-0.13646972994485976,X_leads_Y,0.15268702960263042
1h,vol_sigma_w,z_se_w,DOWN_CHOPPY,12,0.15265786355646235,0.08315345928326828,X_leads_Y,0.15265786355646235
15m,price_velocity_w,price_mean_w,DOWN_CHOPPY,12,0.15261637193242966,0.13981252547935988,X_leads_Y,0.15261637193242966
1m,price_accel_1b,SE_low_w,DOWN_SMOOTH,1,-0.15252266808142348,-0.08013566106032728,X_leads_Y,0.15252266808142348
5m,vol_velocity_1b,vol_sigma_w,UP_SMOOTH,-1,-0.15242624970181406,0.008266438650885772,X_lags_Y,0.15242624970181406
1m,vol_accel_1b,bar_range,FLAT_CHOPPY,0,0.15241152556014248,0.15241152556014248,contemporaneous,0.15241152556014248
5m,bar_range,vol_accel_w,UP_SMOOTH,0,0.1524039914841108,0.1524039914841108,contemporaneous,0.1524039914841108
15m,price_accel_1b,price_velocity_w,DOWN_SMOOTH,-4,-0.1523396094686165,0.003954698803885657,X_lags_Y,0.1523396094686165
1h,SE_high_w,reversion_prob_w,DOWN_CHOPPY,12,0.1523188439690338,0.11627812204085754,X_leads_Y,0.1523188439690338
5m,vol_velocity_w,swing_noise_w,UP_SMOOTH,-8,-0.15207758529659196,-0.02480013581618895,X_lags_Y,0.15207758529659196
5m,vol_velocity_w,z_low_w,DOWN_SMOOTH,-4,-0.15207073758250594,-0.11553239855315202,X_lags_Y,0.15207073758250594
1h,z_low_w,SE_high_w,DOWN_CHOPPY,0,0.15204269321979116,0.15204269321979116,contemporaneous,0.15204269321979116
5m,body,vol_sigma_w,DOWN_SMOOTH,1,-0.15201643205144263,-0.13905160296681465,X_leads_Y,0.15201643205144263
1m,bar_range,vol_accel_w,DOWN_SMOOTH,0,0.15192384364177666,0.15192384364177666,contemporaneous,0.15192384364177666
1h,body,price_mean_w,UP_SMOOTH,0,-0.15191939602379914,-0.15191939602379914,contemporaneous,0.15191939602379914
15m,price_velocity_1b,bar_range,FLAT_SMOOTH,0,-0.1518442328039232,-0.1518442328039232,contemporaneous,0.1518442328039232
1h,vol_velocity_1b,body,DOWN_CHOPPY,0,-0.1517777490593448,-0.1517777490593448,contemporaneous,0.1517777490593448
15m,bar_range,z_low_w,DOWN_CHOPPY,12,0.15153123619117598,-0.1412531351340221,X_leads_Y,0.15153123619117598
15m,price_accel_1b,z_low_w,FLAT_SMOOTH,-2,-0.15151142216576644,-0.032897618604502375,X_lags_Y,0.15151142216576644
5m,vol_accel_w,vol_mean_w,UP_SMOOTH,-1,-0.1514443212697095,-0.1102921123908597,X_lags_Y,0.1514443212697095
15m,bar_range,z_high_w,DOWN_SMOOTH,4,-0.15138726906257904,-0.0873331244923092,X_leads_Y,0.15138726906257904
1m,vol_velocity_w,SE_high_w,DOWN_CHOPPY,-2,-0.15115679379531063,0.11955308887374895,X_lags_Y,0.15115679379531063
15m,price_velocity_1b,vol_velocity_w,DOWN_SMOOTH,0,-0.1511551383380467,-0.1511551383380467,contemporaneous,0.1511551383380467
15m,price_velocity_w,reversion_prob_w,DOWN_SMOOTH,-12,0.15071896197836457,0.05280613734947273,X_lags_Y,0.15071896197836457
15m,vol_velocity_w,z_low_w,UP_SMOOTH,4,0.15069150576790674,0.08336030348148613,X_leads_Y,0.15069150576790674
15m,bar_range,z_high_w,UP_SMOOTH,0,0.15064735748719832,0.15064735748719832,contemporaneous,0.15064735748719832
1h,z_low_w,swing_noise_w,DOWN_SMOOTH,-12,0.1506315600340053,0.08319029511222159,X_lags_Y,0.1506315600340053
1h,vol_sigma_w,z_low_w,DOWN_SMOOTH,12,0.15053384181433072,-3.414450236115325e-05,X_leads_Y,0.15053384181433072
1h,vol_accel_w,SE_low_w,FLAT_SMOOTH,0,-0.15051501529285463,-0.15051501529285463,contemporaneous,0.15051501529285463
1h,vol_velocity_1b,SE_low_w,FLAT_CHOPPY,-12,-0.1502748843671035,-0.122755274556534,X_lags_Y,0.1502748843671035
1h,price_velocity_1b,vwap_w,UP_SMOOTH,-12,-0.15012266014390677,-0.14914499953909863,X_lags_Y,0.15012266014390677
5m,vol_accel_1b,price_accel_w,DOWN_SMOOTH,8,-0.15008721963432467,-0.09886092690141565,X_leads_Y,0.15008721963432467
5m,vol_accel_w,z_low_w,DOWN_CHOPPY,0,-0.14981043419155327,-0.14981043419155327,contemporaneous,0.14981043419155327
1h,vol_velocity_w,price_sigma_w,FLAT_CHOPPY,12,0.14978715668325301,0.0713604643530351,X_leads_Y,0.14978715668325301
1h,vol_sigma_w,z_se_w,UP_SMOOTH,12,-0.14975854879792477,-0.017018753286977665,X_leads_Y,0.14975854879792477
15m,vol_accel_1b,z_low_w,DOWN_SMOOTH,-4,0.14963983707491263,-0.049986038412405676,X_lags_Y,0.14963983707491263
5m,z_low_w,reversion_prob_w,FLAT_SMOOTH,0,0.14955275494000306,0.14955275494000306,contemporaneous,0.14955275494000306
1m,vol_sigma_w,vwap_w,FLAT_SMOOTH,8,-0.14945501401699787,-0.14782131891719966,X_leads_Y,0.14945501401699787
5s,body,SE_high_w,UP_CHOPPY,-4,-0.1494330586224623,0.014364882163677472,X_lags_Y,0.1494330586224623
1m,price_mean_w,vol_sigma_w,FLAT_SMOOTH,-8,-0.14937551255962792,-0.14754370056164176,X_lags_Y,0.14937551255962792
5m,z_low_w,reversion_prob_w,DOWN_CHOPPY,0,0.14906350246302535,0.14906350246302535,contemporaneous,0.14906350246302535
15m,z_high_w,reversion_prob_w,UP_CHOPPY,0,-0.14905390610186453,-0.14905390610186453,contemporaneous,0.14905390610186453
5m,price_velocity_1b,SE_high_w,FLAT_SMOOTH,0,0.1488937701116714,0.1488937701116714,contemporaneous,0.1488937701116714
5m,price_velocity_w,swing_noise_w,FLAT_CHOPPY,12,-0.14889327926211193,-0.10271941014409583,X_leads_Y,0.14889327926211193
15m,price_accel_w,vol_accel_w,UP_SMOOTH,0,0.14882718239108508,0.14882718239108508,contemporaneous,0.14882718239108508
1h,price_accel_1b,bar_range,DOWN_CHOPPY,-12,0.14881317622078222,-0.1360839877673181,X_lags_Y,0.14881317622078222
1h,vol_accel_w,SE_high_w,UP_SMOOTH,-12,-0.14863235407335249,-0.10039858084724405,X_lags_Y,0.14863235407335249
1m,bar_range,reversion_prob_w,UP_CHOPPY,0,-0.1486027806106591,-0.1486027806106591,contemporaneous,0.1486027806106591
1h,bar_range,hurst_w,FLAT_SMOOTH,12,0.14850900689548066,0.14164963788503687,X_leads_Y,0.14850900689548066
1m,price_accel_w,z_low_w,UP_CHOPPY,0,0.14837935611741565,0.14837935611741565,contemporaneous,0.14837935611741565
1h,price_velocity_w,reversion_prob_w,DOWN_CHOPPY,12,-0.14832731991653167,-0.0077434732026940055,X_leads_Y,0.14832731991653167
1m,price_velocity_w,vol_velocity_w,DOWN_CHOPPY,0,-0.14821495239425075,-0.14821495239425075,contemporaneous,0.14821495239425075
5s,z_low_w,reversion_prob_w,DOWN_CHOPPY,0,0.14821247749309868,0.14821247749309868,contemporaneous,0.14821247749309868
1h,price_velocity_w,price_sigma_w,FLAT_SMOOTH,0,0.14813277772318822,0.14813277772318822,contemporaneous,0.14813277772318822
1h,vol_accel_1b,body,DOWN_CHOPPY,-12,0.14803149649876773,-0.09563761958834084,X_lags_Y,0.14803149649876773
15m,price_velocity_w,swing_noise_w,FLAT_SMOOTH,12,0.14791989019554969,0.14478315389323923,X_leads_Y,0.14791989019554969
15m,vol_velocity_w,z_high_w,UP_SMOOTH,0,0.14786245692566008,0.14786245692566008,contemporaneous,0.14786245692566008
1h,vol_velocity_1b,z_se_w,UP_CHOPPY,12,0.1478266591546146,0.029459490072338626,X_leads_Y,0.1478266591546146
15m,price_accel_1b,reversion_prob_w,UP_SMOOTH,0,-0.14778341506737266,-0.14778341506737266,contemporaneous,0.14778341506737266
1m,vol_velocity_w,SE_high_w,UP_SMOOTH,1,0.14769298324856303,0.10711823737388583,X_leads_Y,0.14769298324856303
1m,vol_accel_1b,vol_velocity_w,FLAT_SMOOTH,0,0.14758026333463023,0.14758026333463023,contemporaneous,0.14758026333463023
1m,vol_accel_1b,reversion_prob_w,DOWN_CHOPPY,0,-0.14754026612746424,-0.14754026612746424,contemporaneous,0.14754026612746424
1m,price_accel_1b,z_high_w,DOWN_CHOPPY,0,-0.14748711763110892,-0.14748711763110892,contemporaneous,0.14748711763110892
15m,price_sigma_w,hurst_w,UP_CHOPPY,0,-0.14747335746314563,-0.14747335746314563,contemporaneous,0.14747335746314563
15m,SE_low_w,reversion_prob_w,FLAT_CHOPPY,-8,-0.14736566666146342,0.0035856374175955276,X_lags_Y,0.14736566666146342
1m,hurst_w,swing_noise_w,DOWN_SMOOTH,-4,0.14730461833776812,0.10828926703322175,X_lags_Y,0.14730461833776812
15m,vol_accel_w,z_low_w,DOWN_CHOPPY,0,-0.14726555313464681,-0.14726555313464681,contemporaneous,0.14726555313464681
5m,vol_velocity_1b,vol_sigma_w,FLAT_CHOPPY,-1,-0.14721951563104121,0.013959351332393075,X_lags_Y,0.14721951563104121
5m,vol_velocity_1b,price_velocity_w,DOWN_SMOOTH,8,-0.1472145946015133,-0.015518234439381065,X_leads_Y,0.1472145946015133
1h,price_accel_1b,z_low_w,UP_SMOOTH,0,-0.1471649370293645,-0.1471649370293645,contemporaneous,0.1471649370293645
1h,price_accel_1b,vol_accel_1b,FLAT_SMOOTH,-12,0.14707993920355655,-0.09561534437903994,X_lags_Y,0.14707993920355655
1m,SE_low_w,hurst_w,DOWN_CHOPPY,0,-0.1470635075025629,-0.1470635075025629,contemporaneous,0.1470635075025629
15m,SE_high_w,reversion_prob_w,FLAT_CHOPPY,-8,-0.1470278859900544,0.016152443153977777,X_lags_Y,0.1470278859900544
15m,SE_low_w,hurst_w,DOWN_SMOOTH,-4,-0.14693644423884603,-0.13996165958053294,X_lags_Y,0.14693644423884603
1h,SE_low_w,reversion_prob_w,FLAT_SMOOTH,-12,-0.14688988032649106,-0.04438383972000754,X_lags_Y,0.14688988032649106
1h,vol_accel_1b,z_low_w,UP_SMOOTH,0,-0.146856390623852,-0.146856390623852,contemporaneous,0.146856390623852
5m,price_velocity_1b,vol_accel_1b,DOWN_CHOPPY,0,-0.14677966945760887,-0.14677966945760887,contemporaneous,0.14677966945760887
1m,hurst_w,swing_noise_w,FLAT_CHOPPY,-4,0.1465990459628308,0.09936494471898898,X_lags_Y,0.1465990459628308
15m,price_velocity_1b,vol_mean_w,DOWN_SMOOTH,12,-0.14641839630717013,-0.09532029106511168,X_leads_Y,0.14641839630717013
1m,vol_velocity_w,SE_low_w,FLAT_CHOPPY,1,0.1464179924121966,0.10353324972447804,X_leads_Y,0.1464179924121966
15m,SE_high_w,reversion_prob_w,DOWN_CHOPPY,-8,-0.14617757137974027,0.03856515071505539,X_lags_Y,0.14617757137974027
1h,vol_velocity_w,z_se_w,UP_CHOPPY,-12,0.14617372231405618,0.142682059602907,X_lags_Y,0.14617372231405618
5m,bar_range,body,FLAT_SMOOTH,0,-0.14602947487845697,-0.14602947487845697,contemporaneous,0.14602947487845697
1h,price_velocity_1b,SE_low_w,FLAT_SMOOTH,12,0.14598528498191773,0.10356376316822982,X_leads_Y,0.14598528498191773
5m,price_velocity_w,vwap_w,UP_CHOPPY,-8,-0.1459771717944828,-0.121507734737673,X_lags_Y,0.1459771717944828
5m,bar_range,price_velocity_w,FLAT_CHOPPY,0,-0.1458902460352591,-0.1458902460352591,contemporaneous,0.1458902460352591
15m,vol_velocity_w,swing_noise_w,UP_CHOPPY,-12,-0.14528551461718708,-0.03528556726635987,X_lags_Y,0.14528551461718708
5m,price_velocity_w,price_mean_w,UP_CHOPPY,-8,-0.14518671934748414,-0.12432515353659937,X_lags_Y,0.14518671934748414
1h,vol_mean_w,reversion_prob_w,FLAT_SMOOTH,12,0.14517997367257812,0.08539057332283362,X_leads_Y,0.14517997367257812
1m,price_accel_1b,price_sigma_w,UP_CHOPPY,1,-0.14495609734603157,-0.03383063261810025,X_leads_Y,0.14495609734603157
5s,price_accel_1b,price_velocity_w,UP_CHOPPY,-1,0.14494175337347975,0.0462566339582021,X_lags_Y,0.14494175337347975
1h,vol_accel_1b,z_high_w,UP_CHOPPY,-12,-0.14489935001302465,-0.01975244572870602,X_lags_Y,0.14489935001302465
15m,vol_velocity_1b,z_low_w,UP_SMOOTH,0,-0.14462577612016894,-0.14462577612016894,contemporaneous,0.14462577612016894
1h,vol_mean_w,reversion_prob_w,UP_SMOOTH,12,0.14460753143095303,0.07811790537221076,X_leads_Y,0.14460753143095303
1m,price_accel_w,vol_accel_w,UP_CHOPPY,8,-0.14453091710690374,-0.06861213719609031,X_leads_Y,0.14453091710690374
5m,vol_velocity_1b,vol_sigma_w,DOWN_CHOPPY,-1,-0.1444813259333864,0.019358291120041074,X_lags_Y,0.1444813259333864
1h,price_velocity_w,vol_sigma_w,FLAT_SMOOTH,12,-0.1444787932783964,-0.12787917408293945,X_leads_Y,0.1444787932783964
1h,price_velocity_w,vol_velocity_w,UP_SMOOTH,-12,0.14445411203763478,0.08978227931633509,X_lags_Y,0.14445411203763478
5s,price_velocity_1b,vol_accel_w,UP_SMOOTH,0,-0.14444944877768617,-0.14444944877768617,contemporaneous,0.14444944877768617
1h,vol_accel_w,SE_high_w,FLAT_SMOOTH,0,-0.14440833763053207,-0.14440833763053207,contemporaneous,0.14440833763053207
15m,price_accel_w,swing_noise_w,UP_SMOOTH,-12,-0.1443598871910235,-0.0519051998932805,X_lags_Y,0.1443598871910235
1h,vol_mean_w,z_low_w,FLAT_CHOPPY,12,0.1441682362383132,0.13418112977677554,X_leads_Y,0.1441682362383132
1m,vol_velocity_w,SE_low_w,UP_CHOPPY,2,0.14415667080965505,0.11680109728777012,X_leads_Y,0.14415667080965505
5m,vol_mean_w,vwap_w,DOWN_SMOOTH,12,-0.1441526113860747,-0.13237422318845476,X_leads_Y,0.1441526113860747
15m,price_velocity_1b,SE_low_w,DOWN_CHOPPY,8,-0.1441331185221358,-0.14031283416333973,X_leads_Y,0.1441331185221358
5m,price_mean_w,vol_mean_w,DOWN_SMOOTH,-12,-0.1441230585214935,-0.1313723326853701,X_lags_Y,0.1441230585214935
5s,price_velocity_w,swing_noise_w,DOWN_SMOOTH,0,-0.14399223809448458,-0.14399223809448458,contemporaneous,0.14399223809448458
5m,price_velocity_1b,vol_sigma_w,DOWN_SMOOTH,1,-0.14395674669619762,-0.13272131918858698,X_leads_Y,0.14395674669619762
5s,hurst_w,swing_noise_w,UP_SMOOTH,0,0.14391327117734806,0.14391327117734806,contemporaneous,0.14391327117734806
1h,price_velocity_w,vol_sigma_w,FLAT_CHOPPY,12,-0.14386539308451168,-0.12382784268915577,X_leads_Y,0.14386539308451168
15m,body,vol_velocity_w,UP_SMOOTH,0,0.14382793668950256,0.14382793668950256,contemporaneous,0.14382793668950256
1h,price_mean_w,vol_sigma_w,UP_SMOOTH,12,-0.1435385779190561,-0.13629922512261475,X_leads_Y,0.1435385779190561
1m,body,reversion_prob_w,DOWN_SMOOTH,0,0.1434592268151005,0.1434592268151005,contemporaneous,0.1434592268151005
5m,vol_velocity_1b,z_se_w,DOWN_SMOOTH,0,-0.1434278294259415,-0.1434278294259415,contemporaneous,0.1434278294259415
1m,price_velocity_1b,reversion_prob_w,DOWN_SMOOTH,0,0.1433933892638944,0.1433933892638944,contemporaneous,0.1433933892638944
1h,price_velocity_1b,SE_low_w,DOWN_CHOPPY,12,-0.14334413341344734,-0.08341771165202211,X_leads_Y,0.14334413341344734
15m,price_accel_1b,z_low_w,UP_CHOPPY,-2,-0.14334376433415003,-0.12494342176600783,X_lags_Y,0.14334376433415003
5m,vol_accel_1b,body,DOWN_CHOPPY,0,-0.1433405082760957,-0.1433405082760957,contemporaneous,0.1433405082760957
1h,vol_sigma_w,reversion_prob_w,UP_SMOOTH,12,0.1433351965088698,0.024390117085677412,X_leads_Y,0.1433351965088698
1h,vol_velocity_1b,price_sigma_w,UP_SMOOTH,-12,-0.14315416373857656,-0.11669125130754758,X_lags_Y,0.14315416373857656
1h,body,vwap_w,UP_SMOOTH,-12,-0.14314833363241072,-0.14259932879208456,X_lags_Y,0.14314833363241072
1h,SE_high_w,reversion_prob_w,UP_CHOPPY,12,0.14314129749770102,0.07622080056562078,X_leads_Y,0.14314129749770102
1h,vol_velocity_1b,price_accel_w,DOWN_CHOPPY,0,-0.14309759405401237,-0.14309759405401237,contemporaneous,0.14309759405401237
1m,SE_high_w,hurst_w,DOWN_CHOPPY,0,-0.14307192696944884,-0.14307192696944884,contemporaneous,0.14307192696944884
1h,price_accel_1b,bar_range,FLAT_CHOPPY,-12,0.14300805433129055,-0.02922101009415536,X_lags_Y,0.14300805433129055
5m,price_accel_w,SE_high_w,UP_SMOOTH,-8,-0.1429833711213448,0.10872906452706625,X_lags_Y,0.1429833711213448
1h,vol_accel_1b,vol_sigma_w,FLAT_CHOPPY,-12,-0.14297234328796837,-0.09025843653598614,X_lags_Y,0.14297234328796837
1h,price_velocity_w,z_low_w,FLAT_SMOOTH,12,-0.14290094401320366,-0.05015817725487955,X_leads_Y,0.14290094401320366
5s,price_velocity_1b,vol_sigma_w,UP_SMOOTH,0,-0.14242098783349802,-0.14242098783349802,contemporaneous,0.14242098783349802
1h,vol_accel_w,SE_low_w,UP_SMOOTH,0,-0.14232546442899122,-0.14232546442899122,contemporaneous,0.14232546442899122
5m,SE_low_w,hurst_w,DOWN_CHOPPY,0,-0.14231104550043253,-0.14231104550043253,contemporaneous,0.14231104550043253
1m,vol_velocity_w,price_sigma_w,FLAT_SMOOTH,1,0.14215273563093214,0.11277576098525034,X_leads_Y,0.14215273563093214
5m,price_velocity_w,vol_velocity_w,DOWN_CHOPPY,0,-0.1420465928516275,-0.1420465928516275,contemporaneous,0.1420465928516275
1h,vol_velocity_1b,z_high_w,DOWN_CHOPPY,0,0.14185355476557782,0.14185355476557782,contemporaneous,0.14185355476557782
15m,price_mean_w,hurst_w,DOWN_CHOPPY,-12,-0.14176647331461043,-0.11854207826660532,X_lags_Y,0.14176647331461043
15m,vwap_w,hurst_w,DOWN_CHOPPY,-12,-0.1417626585157015,-0.11916449169475177,X_lags_Y,0.1417626585157015
15m,vol_accel_w,z_low_w,UP_CHOPPY,0,-0.14166762500046878,-0.14166762500046878,contemporaneous,0.14166762500046878
1h,price_accel_1b,z_low_w,UP_CHOPPY,0,-0.141655974565079,-0.141655974565079,contemporaneous,0.141655974565079
5m,z_low_w,reversion_prob_w,FLAT_CHOPPY,0,0.14159760014744624,0.14159760014744624,contemporaneous,0.14159760014744624
5m,price_velocity_1b,price_sigma_w,DOWN_CHOPPY,4,-0.14149140023971288,-0.0766537005948038,X_leads_Y,0.14149140023971288
5m,vol_accel_w,vol_mean_w,UP_CHOPPY,-1,-0.141417347593176,-0.09730464576432907,X_lags_Y,0.141417347593176
1h,price_sigma_w,z_se_w,UP_CHOPPY,12,-0.14136791373146057,-0.07485905156711858,X_leads_Y,0.14136791373146057
5m,price_velocity_w,price_mean_w,UP_SMOOTH,-12,-0.1413346622916573,-0.12833095941691325,X_lags_Y,0.1413346622916573
1h,vol_accel_w,SE_high_w,DOWN_CHOPPY,0,-0.14130895336073407,-0.14130895336073407,contemporaneous,0.14130895336073407
15m,price_velocity_1b,vol_velocity_w,UP_SMOOTH,0,0.14122021091780013,0.14122021091780013,contemporaneous,0.14122021091780013
15m,vol_sigma_w,z_low_w,DOWN_SMOOTH,12,0.14104951612021968,-0.01663511035378801,X_leads_Y,0.14104951612021968
5m,price_velocity_w,vwap_w,UP_SMOOTH,-12,-0.140975279723526,-0.12512260992411922,X_lags_Y,0.140975279723526
15m,price_velocity_w,vol_mean_w,FLAT_CHOPPY,12,-0.1409472685191114,-0.09995440067441179,X_leads_Y,0.1409472685191114
5s,vol_accel_1b,price_sigma_w,DOWN_CHOPPY,0,0.14085856909231467,0.14085856909231467,contemporaneous,0.14085856909231467
1m,vol_velocity_1b,z_low_w,DOWN_SMOOTH,0,-0.14081780568096725,-0.14081780568096725,contemporaneous,0.14081780568096725
5s,price_velocity_1b,SE_low_w,UP_CHOPPY,8,-0.1406943054556327,-0.061306013498502655,X_leads_Y,0.1406943054556327
15m,price_velocity_1b,reversion_prob_w,UP_CHOPPY,0,-0.14064880327198656,-0.14064880327198656,contemporaneous,0.14064880327198656
15m,price_accel_w,price_sigma_w,FLAT_SMOOTH,12,0.14064304789558485,0.06220819086678289,X_leads_Y,0.14064304789558485
1m,price_velocity_w,vol_mean_w,DOWN_CHOPPY,1,-0.14059862399155393,-0.12762927691694126,X_leads_Y,0.14059862399155393
1h,price_velocity_1b,vol_velocity_w,DOWN_CHOPPY,0,-0.1404896644945385,-0.1404896644945385,contemporaneous,0.1404896644945385
1h,vol_velocity_1b,SE_high_w,UP_SMOOTH,-12,-0.14045267263554298,-0.07068936519408443,X_lags_Y,0.14045267263554298
5m,hurst_w,reversion_prob_w,DOWN_SMOOTH,-1,0.14045240142821,0.08662811402917141,X_lags_Y,0.14045240142821
1h,vwap_w,hurst_w,FLAT_CHOPPY,12,-0.14044937097003726,-0.1345556108547962,X_leads_Y,0.14044937097003726
15m,price_accel_1b,z_low_w,UP_SMOOTH,-2,-0.14039205050204578,-0.1248014366860342,X_lags_Y,0.14039205050204578
5s,z_low_w,reversion_prob_w,DOWN_SMOOTH,0,0.14032450080466433,0.14032450080466433,contemporaneous,0.14032450080466433
1h,vol_velocity_w,price_sigma_w,UP_SMOOTH,12,0.1402736502171344,0.059843025376723785,X_leads_Y,0.1402736502171344
15m,body,reversion_prob_w,UP_CHOPPY,0,-0.1402734009391636,-0.1402734009391636,contemporaneous,0.1402734009391636
1h,vol_velocity_1b,price_velocity_w,UP_CHOPPY,-12,-0.14007922102556403,-0.06599472282280353,X_lags_Y,0.14007922102556403
1h,vol_velocity_w,SE_high_w,FLAT_SMOOTH,-12,-0.13998605099165126,-0.0552154448542046,X_lags_Y,0.13998605099165126
1m,vol_velocity_w,swing_noise_w,DOWN_CHOPPY,-2,-0.13992717019896422,0.009606394223908053,X_lags_Y,0.13992717019896422
